candidato,retweetTimesFear,retweetTotal,creacion,numSemana
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,1,10/03/21,11
Samuel Garcia,0,10,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0.285714286,2,10/03/21,11
Samuel Garcia,0,2171,10/03/21,11
Samuel Garcia,0,511,10/03/21,11
Samuel Garcia,0,2171,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,1,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,11,10/03/21,11
Samuel Garcia,0,2171,10/03/21,11
Samuel Garcia,2.5,25,10/03/21,11
Samuel Garcia,0,2171,10/03/21,11
Samuel Garcia,0,5,10/03/21,11
Samuel Garcia,0,2171,10/03/21,11
Samuel Garcia,0,2,10/03/21,11
Samuel Garcia,0,62,10/03/21,11
Samuel Garcia,0,545,10/03/21,11
Samuel Garcia,1.81818182,20,10/03/21,11
Samuel Garcia,1.625,13,10/03/21,11
Samuel Garcia,0.2,2,10/03/21,11
Samuel Garcia,0,133,10/03/21,11
Samuel Garcia,0,545,10/03/21,11
Samuel Garcia,0,57,10/03/21,11
Samuel Garcia,0,511,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,174,10/03/21,11
Samuel Garcia,0,2171,10/03/21,11
Samuel Garcia,0,511,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,119.7499995,1437,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,0,10/03/21,11
Samuel Garcia,0,1,10/03/21,11
Samuel Garcia,0,28,10/03/21,11
