creacion,retweet_count,numSemana,compoundRT
30/03/21,163,14,0
30/03/21,0,14,0
30/03/21,1150,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,350,14,298.795
30/03/21,350,14,298.795
30/03/21,80,14,28.896
30/03/21,17,14,0
30/03/21,101,14,-53.1967
30/03/21,49,14,-39.8419
30/03/21,350,14,298.795
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,350,14,298.795
30/03/21,17,14,0
30/03/21,8,14,5.9976
30/03/21,0,14,0
30/03/21,1,14,0
30/03/21,1,14,0
30/03/21,8,14,5.9976
30/03/21,44,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,80,14,28.896
30/03/21,48,14,20.232
30/03/21,1,14,0
30/03/21,80,14,28.896
30/03/21,44,14,0
30/03/21,44,14,0
30/03/21,1,14,0.6486
30/03/21,1,14,0.3818
30/03/21,0,14,0
30/03/21,2,14,0.843
30/03/21,0,14,0
30/03/21,5436,14,-4230.8388
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,1049,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,78,14,0
30/03/21,0,14,0
30/03/21,1049,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,44,14,0
30/03/21,1,14,0
30/03/21,0,14,0
30/03/21,423,14,253.5462
30/03/21,423,14,253.5462
30/03/21,423,14,253.5462
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,33,14,15.6882
30/03/21,5,14,0
30/03/21,0,14,0
30/03/21,27,14,13.7592
30/03/21,26,14,20.5556
30/03/21,0,14,0
30/03/21,8,14,0
30/03/21,0,14,0
30/03/21,201,14,95.8167
30/03/21,20,14,-11.438
30/03/21,423,14,253.5462
30/03/21,423,14,253.5462
30/03/21,27,14,13.7592
30/03/21,0,14,0
30/03/21,7,14,-2.072
30/03/21,6,14,3.8214
30/03/21,423,14,253.5462
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,4,14,1.7616
30/03/21,27,14,10.4625
30/03/21,0,14,0
30/03/21,423,14,253.5462
30/03/21,0,14,0
30/03/21,423,14,253.5462
30/03/21,1,14,-0.6808
30/03/21,423,14,253.5462
30/03/21,0,14,0
30/03/21,22,14,0
30/03/21,1,14,0
30/03/21,18,14,8.5806
30/03/21,0,14,0
30/03/21,18,14,0
30/03/21,423,14,253.5462
30/03/21,0,14,0
30/03/21,23,14,-9.6945
30/03/21,0,14,0
30/03/21,422,14,252.9468
30/03/21,422,14,252.9468
30/03/21,18,14,-8.5806
30/03/21,1,14,0
30/03/21,422,14,252.9468
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,27,14,13.7592
30/03/21,78,14,0
30/03/21,1,14,0.7717
30/03/21,234,14,207.8388
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,8,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,32,14,26.4672
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,1,14,0
30/03/21,18,14,-6.12
30/03/21,422,14,252.9468
30/03/21,2,14,0.4526
30/03/21,422,14,252.9468
30/03/21,27,14,13.7592
30/03/21,0,14,0
30/03/21,31,14,12.4589
30/03/21,31,14,12.4589
30/03/21,6,14,3.8214
30/03/21,422,14,252.9468
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,422,14,252.9468
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,26,14,-5.2598
30/03/21,17,14,0
30/03/21,0,14,0
30/03/21,422,14,252.9468
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,9,14,0
30/03/21,1,14,-0.6808
30/03/21,183,14,114.3567
30/03/21,0,14,0
30/03/21,422,14,252.9468
30/03/21,0,14,0
30/03/21,17,14,0
30/03/21,0,14,0
30/03/21,1,14,0
30/03/21,0,14,0
30/03/21,44,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,0,14,0
30/03/21,18,14,0
30/03/21,44,14,0
30/03/21,44,14,0
30/03/21,34,14,-18.9516
30/03/21,0,14,0
30/03/21,2,14,0.843
30/03/21,95,14,-28.12
30/03/21,0,14,0
30/03/21,422,14,252.9468
30/03/21,46,14,39.8268
30/03/21,0,14,0
30/03/21,46,14,39.8268
30/03/21,78,14,0
30/03/21,0,14,0
30/03/21,26,14,-5.2598
30/03/21,95,14,-28.12
30/03/21,44,14,0
30/03/21,0,14,0
30/03/21,0,14,0
31/03/21,44,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,8,14,5.4464
31/03/21,1,14,0
31/03/21,0,14,0
31/03/21,2,14,1.5158
31/03/21,1,14,-0.4019
31/03/21,35,14,21.8715
31/03/21,157,14,31.7611
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,157,14,31.7611
31/03/21,0,14,0
31/03/21,128,14,30.4896
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,34,14,28.7028
31/03/21,28,14,-10.1136
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,35,14,21.8715
31/03/21,31,14,0
31/03/21,11,14,8.6295
31/03/21,11,14,8.6295
31/03/21,3,14,-0.888
31/03/21,29,14,11.6551
31/03/21,29,14,11.6551
31/03/21,60,14,0
31/03/21,45,14,0
31/03/21,1,14,0.4404
31/03/21,17,14,7.7996
31/03/21,21,14,0
31/03/21,1,14,0.8126
31/03/21,44,14,0
31/03/21,350,14,298.795
31/03/21,135,14,20.79
31/03/21,0,14,0
31/03/21,122,14,0
31/03/21,48,14,20.232
31/03/21,350,14,298.795
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,23,14,-11.7438
31/03/21,1,14,-0.1779
31/03/21,10,14,-3.818
31/03/21,1,14,-0.4019
31/03/21,79,14,-10.112
31/03/21,1334,14,0
31/03/21,33,14,12.5994
31/03/21,2,14,0
31/03/21,37,14,-28.0756
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,139,14,31.4557
31/03/21,0,14,0
31/03/21,20,14,0
31/03/21,122,14,0
31/03/21,0,14,0
31/03/21,128,14,30.4896
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,80,14,0
31/03/21,13,14,0
31/03/21,166,14,94.9354
31/03/21,1,14,0.3711
31/03/21,3,14,-0.888
31/03/21,0,14,0
31/03/21,5,14,0
31/03/21,1,14,0.6486
31/03/21,60,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,1,14,-0.5994
31/03/21,27,14,11.8908
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,21,14,0
31/03/21,275,14,-135.8225
31/03/21,275,14,-135.8225
31/03/21,0,14,0
31/03/21,8,14,5.4464
31/03/21,1,14,-0.4019
31/03/21,0,14,0
31/03/21,7,14,3.0828
31/03/21,423,14,253.5462
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,24,14,18.828
31/03/21,115,14,0
31/03/21,3,14,-1.5318
31/03/21,39,14,-17.8815
31/03/21,33,14,-14.5332
31/03/21,0,14,0
31/03/21,79,14,-61.8807
31/03/21,3,14,-1.3212
31/03/21,1,14,-0.264
31/03/21,1,14,0.8382
31/03/21,1,14,0
31/03/21,21,14,0
31/03/21,44,14,0
31/03/21,10,14,2.732
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,3,14,2.1288
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,1,14,-0.4019
31/03/21,0,14,0
31/03/21,5,14,2.553
31/03/21,422,14,252.9468
31/03/21,5,14,1.7
31/03/21,0,14,0
31/03/21,51,14,0
31/03/21,73,14,0
31/03/21,5,14,1.7
31/03/21,95,14,-48.507
31/03/21,95,14,-28.12
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,12,14,-1.536
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,49,14,-3.2046
31/03/21,9,14,2.25
31/03/21,370,14,0
31/03/21,95,14,-28.12
31/03/21,0,14,0
31/03/21,28,14,0
31/03/21,21,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,4,14,3.8572
31/03/21,11,14,8.6295
31/03/21,11,14,8.6295
31/03/21,1,14,0.8382
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,60,14,0
31/03/21,0,14,0
31/03/21,0,14,0
31/03/21,3,14,-2.0625
31/03/21,23,14,0
31/03/21,21,14,0
31/03/21,22,14,13.4992
31/03/21,26,14,18.4496
31/03/21,63,14,52.3719
31/03/21,275,14,-135.8225
31/03/21,275,14,-135.8225
31/03/21,0,14,0
31/03/21,0,14,0
01/04/21,21,14,5.7372
01/04/21,21,14,-9.2484
01/04/21,61,14,48.5804
01/04/21,0,14,0
01/04/21,1,14,0.3818
01/04/21,30,14,10.836
01/04/21,0,14,0
01/04/21,60,14,0
01/04/21,60,14,0
01/04/21,60,14,0
01/04/21,1,14,0.4588
01/04/21,1,14,0.4588
01/04/21,60,14,0
01/04/21,60,14,0
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,28,14,25.7208
01/04/21,6,14,2.04
01/04/21,28,14,25.7208
01/04/21,54,14,19.8828
01/04/21,6,14,0
01/04/21,0,14,0
01/04/21,38,14,16.7352
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,1,14,0.6513
01/04/21,1,14,-0.2263
01/04/21,5,14,3.1845
01/04/21,0,14,0
01/04/21,69,14,0
01/04/21,60,14,0
01/04/21,36,14,26.4636
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,275,14,-135.8225
01/04/21,55,14,-1.518
01/04/21,275,14,-135.8225
01/04/21,165,14,0
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,4,14,0
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,86,14,0
01/04/21,166,14,94.9354
01/04/21,166,14,94.9354
01/04/21,275,14,-135.8225
01/04/21,76,14,16.986
01/04/21,0,14,0
01/04/21,166,14,94.9354
01/04/21,0,14,0
01/04/21,275,14,-135.8225
01/04/21,82,14,72.2174
01/04/21,82,14,72.2174
01/04/21,82,14,72.2174
01/04/21,60,14,0
01/04/21,275,14,-135.8225
01/04/21,32,14,0
01/04/21,275,14,-135.8225
01/04/21,80,14,0
01/04/21,82,14,72.2174
01/04/21,55,14,0
01/04/21,60,14,0
01/04/21,1,14,0.7605
01/04/21,1,14,0.2023
01/04/21,1,14,0
01/04/21,2,14,1.2498
01/04/21,4,14,0
01/04/21,60,14,0
01/04/21,275,14,-135.8225
01/04/21,1,14,0.4588
01/04/21,1,14,0.4588
01/04/21,27,14,-15.4413
01/04/21,60,14,0
01/04/21,275,14,-135.8225
01/04/21,60,14,0
01/04/21,60,14,0
01/04/21,55,14,0
01/04/21,15,14,-5.727
01/04/21,6,14,2.04
01/04/21,6,14,0
01/04/21,0,14,0
01/04/21,88,14,-26.048
01/04/21,55,14,-1.518
01/04/21,60,14,0
01/04/21,1,14,0.7096
01/04/21,1,14,0.6115
01/04/21,275,14,-135.8225
01/04/21,0,14,0
01/04/21,27,14,-15.4413
01/04/21,1447,14,0
01/04/21,69,14,49.5696
01/04/21,1,14,-0.2263
01/04/21,0,14,0
01/04/21,56,14,-23.604
01/04/21,0,14,0
01/04/21,69,14,49.5696
01/04/21,60,14,0
01/04/21,87,14,12.528
01/04/21,136,14,24.1944
01/04/21,24,14,-7.0656
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,27,14,-15.4413
01/04/21,25,14,16.215
01/04/21,5,14,1.591
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,28,14,0
01/04/21,36,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,1,14,0.4927
01/04/21,32,14,18.3008
01/04/21,0,14,0
01/04/21,31,14,20.4507
01/04/21,5,14,0
01/04/21,39,14,-17.8815
01/04/21,33,14,-14.5332
01/04/21,27,14,-15.4413
01/04/21,0,14,0
01/04/21,10,14,6.597
01/04/21,0,14,0
01/04/21,27,14,-15.4413
01/04/21,44,14,6.1864
01/04/21,27,14,-15.4413
01/04/21,0,14,0
01/04/21,275,14,-135.8225
01/04/21,1,14,0.3818
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,38,14,25.8704
01/04/21,21,14,-9.2484
01/04/21,275,14,-135.8225
01/04/21,1,14,0
01/04/21,38,14,25.8704
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,0,14,0
01/04/21,275,14,-135.8225
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,275,14,-135.8225
01/04/21,275,14,-135.8225
01/04/21,0,14,0
01/04/21,1,14,-0.6705
01/04/21,26,14,15.5714
01/04/21,36,14,0
01/04/21,0,14,0
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,564,14,0
01/04/21,60,14,0
01/04/21,275,14,-135.8225
01/04/21,1,14,0.4588
01/04/21,1,14,0.4588
01/04/21,0,14,0
01/04/21,1,14,0.5719
01/04/21,26,14,15.5714
01/04/21,63,14,52.3719
01/04/21,27,14,-15.4413
01/04/21,564,14,0
01/04/21,60,14,0
01/04/21,275,14,-135.8225
01/04/21,60,14,0
01/04/21,66,14,38.6694
01/04/21,60,14,0
01/04/21,564,14,0
01/04/21,0,14,0
01/04/21,6,14,2.04
01/04/21,6,14,0
01/04/21,470,14,0
01/04/21,98,14,22.1774
01/04/21,1,14,0.6369
01/04/21,9,14,5.9373
01/04/21,20,14,0
01/04/21,564,14,0
01/04/21,564,14,0
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,20,14,0
01/04/21,564,14,0
01/04/21,20,14,0
01/04/21,0,14,0
01/04/21,564,14,0
01/04/21,275,14,-135.8225
01/04/21,0,14,0
01/04/21,470,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,3,14,-2.1288
01/04/21,564,14,0
01/04/21,564,14,0
01/04/21,27,14,-15.4413
01/04/21,533,14,0
01/04/21,3,14,0
01/04/21,1,14,-0.2263
01/04/21,0,14,0
01/04/21,60,14,0
01/04/21,16,14,14
01/04/21,60,14,0
01/04/21,0,14,0
01/04/21,93,14,27.528
01/04/21,0,14,0
01/04/21,2,14,0
01/04/21,0,14,0
01/04/21,0,14,0
01/04/21,533,14,0
01/04/21,0,14,0
01/04/21,423,14,0
01/04/21,27,14,-15.4413
01/04/21,533,14,0
01/04/21,221,14,-11.4036
01/04/21,58,14,0
01/04/21,0,14,0
01/04/21,194,14,0
01/04/21,0,14,0
01/04/21,564,14,0
01/04/21,255,14,0
01/04/21,0,14,0
01/04/21,16,14,14
01/04/21,470,14,0
02/04/21,0,14,0
02/04/21,27,14,10.6353
02/04/21,27,14,10.6353
02/04/21,4,14,-3.4728
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,1,14,0.2023
02/04/21,25,14,16.215
02/04/21,39,14,9.75
02/04/21,27,14,10.6353
02/04/21,1,14,0.2732
02/04/21,0,14,0
02/04/21,29,14,27.9038
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,33,14,26.2812
02/04/21,32,14,26.4672
02/04/21,17,14,11.9051
02/04/21,36,14,25.5456
02/04/21,7,14,3.0828
02/04/21,23,14,6.2836
02/04/21,30,14,28.239
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,25,14,23.5325
02/04/21,0,14,0
02/04/21,30,14,-7.5
02/04/21,5,14,-2.992
02/04/21,0,14,0
02/04/21,99,14,27.0468
02/04/21,99,14,27.0468
02/04/21,6,14,-5.6592
02/04/21,29,14,24.1164
02/04/21,0,14,0
02/04/21,99,14,27.0468
02/04/21,99,14,27.0468
02/04/21,22,14,18.095
02/04/21,4,14,1.0336
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,1,14,-0.2732
02/04/21,21,14,-12.5874
02/04/21,18,14,0
02/04/21,27,14,10.6353
02/04/21,27,14,10.6353
02/04/21,0,14,0
02/04/21,4,14,-3.4728
02/04/21,0,14,0
02/04/21,1,14,0.2023
02/04/21,18,14,0
02/04/21,27,14,0
02/04/21,35,14,30.5305
02/04/21,27,14,10.6353
02/04/21,70,14,56.854
02/04/21,1,14,-0.4215
02/04/21,104,14,-57.8032
02/04/21,69,14,49.5696
02/04/21,230,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,1,14,-0.6348
02/04/21,27,14,-15.4413
02/04/21,9,14,5.7321
02/04/21,1150,14,0
02/04/21,0,14,0
02/04/21,87,14,12.528
02/04/21,1,14,0.2263
02/04/21,1,14,0
02/04/21,18,14,0
02/04/21,27,14,0
02/04/21,31,14,27.5435
02/04/21,1,14,0.128
02/04/21,104,14,-57.8032
02/04/21,31,14,27.5435
02/04/21,4,14,-2.3436
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,82,14,72.2174
02/04/21,2,14,1.4192
02/04/21,55,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,104,14,-57.8032
02/04/21,413,14,0
02/04/21,0,14,0
02/04/21,413,14,0
02/04/21,1,14,-0.7506
02/04/21,187,14,0
02/04/21,2,14,-1.5118
02/04/21,187,14,0
02/04/21,413,14,0
02/04/21,187,14,0
02/04/21,413,14,0
02/04/21,413,14,0
02/04/21,413,14,0
02/04/21,6,14,4.7436
02/04/21,0,14,0
02/04/21,1,14,0.4336
02/04/21,1,14,-0.2732
02/04/21,2,14,1.4356
02/04/21,21,14,8.0178
02/04/21,27,14,10.6353
02/04/21,15,14,-5.418
02/04/21,0,14,0
02/04/21,27,14,10.6353
02/04/21,4,14,-3.4728
02/04/21,0,14,0
02/04/21,15,14,-5.418
02/04/21,2,14,0.843
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,27,14,10.6353
02/04/21,0,14,0
02/04/21,86,14,0
02/04/21,27,14,-15.4413
02/04/21,0,14,0
02/04/21,31,14,20.4507
02/04/21,4,14,0
02/04/21,5,14,0.1935
02/04/21,86,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,86,14,0
02/04/21,6,14,-5.6592
02/04/21,0,14,0
02/04/21,43,14,0
02/04/21,0,14,0
02/04/21,21,14,-12.5874
02/04/21,22,14,6.061
02/04/21,12,14,-5.9268
02/04/21,255,14,0
02/04/21,533,14,0
02/04/21,225,14,0
02/04/21,423,14,0
02/04/21,66,14,38.6694
02/04/21,423,14,0
02/04/21,0,14,0
02/04/21,4,14,-3.4728
02/04/21,423,14,0
02/04/21,0,14,0
02/04/21,470,14,0
02/04/21,6,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,20,14,0
02/04/21,194,14,0
02/04/21,1,14,0.2023
02/04/21,8,14,6.58
02/04/21,533,14,0
02/04/21,225,14,0
02/04/21,564,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,11,14,-5.6166
02/04/21,564,14,0
02/04/21,225,14,0
02/04/21,423,14,0
02/04/21,255,14,0
02/04/21,533,14,0
02/04/21,564,14,0
02/04/21,6,14,1.368
02/04/21,0,14,0
02/04/21,225,14,0
02/04/21,0,14,0
02/04/21,27,14,-15.4413
02/04/21,4,14,-0.7116
02/04/21,194,14,0
02/04/21,470,14,0
02/04/21,564,14,0
02/04/21,0,14,0
02/04/21,194,14,0
02/04/21,0,14,0
02/04/21,255,14,0
02/04/21,0,14,0
02/04/21,423,14,0
02/04/21,423,14,0
02/04/21,7,14,-0.2709
02/04/21,280,14,89.096
02/04/21,280,14,89.096
02/04/21,0,14,0
02/04/21,263,14,44.973
02/04/21,423,14,0
02/04/21,255,14,0
02/04/21,0,14,0
02/04/21,280,14,89.096
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,533,14,0
02/04/21,0,14,0
02/04/21,194,14,0
02/04/21,225,14,0
02/04/21,194,14,0
02/04/21,470,14,0
02/04/21,423,14,0
02/04/21,255,14,0
02/04/21,280,14,89.096
02/04/21,263,14,44.973
02/04/21,0,14,0
02/04/21,280,14,89.096
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,263,14,44.973
02/04/21,564,14,0
02/04/21,280,14,89.096
02/04/21,255,14,0
02/04/21,82,14,14.5878
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,82,14,14.5878
02/04/21,0,14,0
02/04/21,263,14,44.973
02/04/21,14,14,-4.4548
02/04/21,50,14,0
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,13,14,7.4347
02/04/21,0,14,0
02/04/21,99,14,27.0468
02/04/21,564,14,0
02/04/21,0,14,0
02/04/21,533,14,0
02/04/21,99,14,27.0468
02/04/21,6,14,-5.6592
02/04/21,82,14,14.5878
02/04/21,423,14,0
02/04/21,0,14,0
02/04/21,99,14,27.0468
02/04/21,470,14,0
02/04/21,4,14,0
02/04/21,99,14,27.0468
02/04/21,69,14,24.9228
02/04/21,0,14,0
02/04/21,280,14,89.096
02/04/21,255,14,0
02/04/21,263,14,44.973
02/04/21,2,14,1.1148
02/04/21,235,14,-0.423
02/04/21,1,14,-0.2732
02/04/21,0,14,0
02/04/21,0,14,0
02/04/21,1,14,0.4019
02/04/21,0,14,0
02/04/21,2,14,0.5364
02/04/21,21,14,-12.5874
02/04/21,225,14,0
02/04/21,0,14,0
03/04/21,5,14,-4.329
03/04/21,44,14,-20.9176
03/04/21,29,14,0
03/04/21,2,14,0
03/04/21,1,14,0.4754
03/04/21,44,14,-20.9176
03/04/21,99,14,27.0468
03/04/21,3,14,-0.0081
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,99,14,27.0468
03/04/21,5,14,1.462
03/04/21,0,14,0
03/04/21,30,14,-12.645
03/04/21,61,14,48.5804
03/04/21,38,14,32.0796
03/04/21,5,14,-0.64
03/04/21,0,14,0
03/04/21,1,14,0.2732
03/04/21,0,14,0
03/04/21,77,14,34.9272
03/04/21,2,14,1.1864
03/04/21,0,14,0
03/04/21,415,14,0
03/04/21,415,14,0
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,415,14,0
03/04/21,5,14,3.715
03/04/21,415,14,0
03/04/21,415,14,0
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,275,14,-135.8225
03/04/21,59,14,50.8344
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,86,14,37.8744
03/04/21,9,14,3.6171
03/04/21,413,14,0
03/04/21,0,14,0
03/04/21,413,14,0
03/04/21,0,14,0
03/04/21,413,14,0
03/04/21,55,14,26.2185
03/04/21,413,14,0
03/04/21,413,14,0
03/04/21,413,14,0
03/04/21,0,14,0
03/04/21,413,14,0
03/04/21,413,14,0
03/04/21,187,14,0
03/04/21,1,14,-0.25
03/04/21,1,14,0.4588
03/04/21,413,14,0
03/04/21,0,14,0
03/04/21,413,14,0
03/04/21,1,14,0.9701
03/04/21,0,14,0
03/04/21,587,14,88.6957
03/04/21,1,14,-0.296
03/04/21,587,14,88.6957
03/04/21,587,14,88.6957
03/04/21,587,14,88.6957
03/04/21,0,14,0
03/04/21,81,14,4.9329
03/04/21,90,14,52.731
03/04/21,587,14,88.6957
03/04/21,587,14,88.6957
03/04/21,1,14,-0.1779
03/04/21,587,14,88.6957
03/04/21,2,14,0
03/04/21,3,14,-0.0081
03/04/21,0,14,0
03/04/21,19,14,13.6382
03/04/21,1,14,0.4588
03/04/21,1,14,0.2732
03/04/21,8,14,0
03/04/21,0,14,0
03/04/21,1636,14,0
03/04/21,21,14,12.3333
03/04/21,0,14,0
03/04/21,69,14,24.9228
03/04/21,6,14,-0.3096
03/04/21,2,14,0.8038
03/04/21,24,14,0
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,2,14,0
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,99,14,27.0468
03/04/21,275,14,-135.8225
03/04/21,36,14,18.3816
03/04/21,0,14,0
03/04/21,3,14,-0.0081
03/04/21,0,14,0
03/04/21,3251,14,-735.7013
03/04/21,263,14,44.973
03/04/21,36,14,18.3816
03/04/21,0,14,0
03/04/21,99,14,27.0468
03/04/21,235,14,-0.423
03/04/21,0,14,0
03/04/21,10,14,5.859
03/04/21,54,14,-17.1828
03/04/21,1,14,0.9701
03/04/21,0,14,0
03/04/21,204,14,0
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,204,14,0
03/04/21,1010,14,0
03/04/21,1010,14,0
03/04/21,1010,14,0
03/04/21,1010,14,0
03/04/21,0,14,0
03/04/21,204,14,0
03/04/21,1,14,-0.6369
03/04/21,204,14,0
03/04/21,1010,14,0
03/04/21,1,14,0
03/04/21,1010,14,0
03/04/21,423,14,0
03/04/21,8,14,3.6704
03/04/21,0,14,0
03/04/21,0,14,0
03/04/21,1010,14,0
03/04/21,0,14,0
03/04/21,1010,14,0
03/04/21,0,14,0
03/04/21,1,14,0
03/04/21,1010,14,0
04/04/21,35,15,-22.2915
04/04/21,104,15,79.56
04/04/21,104,15,79.56
04/04/21,415,15,0
04/04/21,0,15,0
04/04/21,415,15,0
04/04/21,104,15,79.56
04/04/21,415,15,0
04/04/21,0,15,0
04/04/21,415,15,0
04/04/21,8,15,1.024
04/04/21,2,15,-1.4192
04/04/21,0,15,0
04/04/21,32,15,7.2416
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,36,15,-17.7804
04/04/21,1,15,-0.3089
04/04/21,0,15,0
04/04/21,34,15,12.9812
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,117,15,44.6706
04/04/21,1,15,-0.763
04/04/21,587,15,88.6957
04/04/21,117,15,44.6706
04/04/21,117,15,44.6706
04/04/21,587,15,88.6957
04/04/21,587,15,88.6957
04/04/21,9577,15,0
04/04/21,2,15,0
04/04/21,1,15,0.0762
04/04/21,587,15,88.6957
04/04/21,117,15,44.6706
04/04/21,587,15,88.6957
04/04/21,587,15,88.6957
04/04/21,587,15,88.6957
04/04/21,88,15,-2.2704
04/04/21,587,15,88.6957
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,587,15,88.6957
04/04/21,1,15,0.3818
04/04/21,1,15,0.6074
04/04/21,413,15,0
04/04/21,78,15,48.7422
04/04/21,458,15,-174.8644
04/04/21,0,15,0
04/04/21,220,15,88.418
04/04/21,1,15,0.6771
04/04/21,220,15,88.418
04/04/21,42,15,-13.3644
04/04/21,1,15,-0.3089
04/04/21,110,15,0
04/04/21,0,15,0
04/04/21,458,15,-174.8644
04/04/21,3,15,-1.4301
04/04/21,0,15,0
04/04/21,3,15,-1.4301
04/04/21,458,15,-174.8644
04/04/21,458,15,-174.8644
04/04/21,0,15,0
04/04/21,4,15,2.8012
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,36,15,29.9376
04/04/21,5,15,0
04/04/21,5,15,0
04/04/21,0,15,0
04/04/21,11,15,4.8444
04/04/21,24,15,-18.5112
04/04/21,11,15,4.8444
04/04/21,0,15,0
04/04/21,24,15,-12.6408
04/04/21,1,15,0.7506
04/04/21,0,15,0
04/04/21,0,15,0
04/04/21,30,15,0
04/04/21,30,15,0
04/04/21,2,15,0.5432
04/04/21,3,15,2.5773
