distrito_id,dto,edo,PAN,PRI,PRD,PVEM,PT,MOVIMIENTO_CIUDADANO,RSP,MORENA,PES,FM,PAN_PRI_PRD,PAN_PRD,PAN_PRI,PRI_PRD,PT_MORENA_PVEM,PT_MORENA,PT_PVEM,PVEM_MORENA,CAND_IND_01,CAND_IND_02,CNR,VN,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL_CASILLA,URBANA,RURAL,VPM,JHH
712,12,7,12352,18608,2505,14763,7223,4341,2519,106152,4610,4610,336,113,86,30,2578,1008,134,816,0,0,145,10473,189896,293222,349,180,1,1
713,13,7,5917,29094,8470,21700,15487,4843,7029,60313,3393,3393,242,166,49,73,1023,788,147,371,0,0,42,17191,177398,271416,54,456,1,1
801,1,8,16367,14696,1760,7009,5750,3699,3784,62645,4655,4655,163,34,80,9,1226,465,63,374,16867,0,102,4983,144731,294799,553,0,0,1
802,2,8,22415,20282,9526,7300,5626,5165,3301,43075,3004,3004,366,209,322,74,958,610,84,669,12568,0,174,6786,142514,286909,450,133,0,1
803,3,8,13854,20789,1688,4749,5218,2835,3334,40442,3291,3291,132,56,222,35,1050,481,192,350,21764,0,190,6311,126983,287325,514,13,0,1
804,4,8,40976,26363,1710,8101,5680,3528,4572,54767,3987,3987,409,102,138,21,1110,528,47,334,21867,0,154,6431,180825,331502,615,0,0,1
805,5,8,58604,36089,4227,4920,6822,2911,10581,46366,3558,3558,413,240,354,43,917,561,43,277,0,0,64,8009,184999,322473,415,194,0,1
806,6,8,95720,32374,2119,8192,4482,4056,5455,48860,4675,4675,959,231,349,35,972,416,49,346,0,0,122,6998,216410,347451,612,35,0,1
807,7,8,37501,32136,2598,4026,5217,6192,4199,47754,3078,3078,284,266,566,36,1030,513,80,462,0,0,51,9514,155503,289173,269,390,0,1
808,8,8,64026,29065,2551,7281,6677,4526,5508,47364,4703,4703,679,193,382,21,1207,645,41,352,0,0,130,7217,182568,331730,576,26,0,1
809,9,8,44664,46148,3765,8920,3259,4031,3822,25258,2031,2031,350,299,505,33,404,221,34,198,0,0,55,11446,155443,250459,204,330,0,1
901,1,9,18811,13976,25133,8531,6004,4675,4089,107179,5650,5650,1330,409,97,169,4906,1219,140,780,0,0,124,7602,210824,310869,528,0,0,1
902,2,9,42145,26487,24468,12119,5631,5256,7549,110633,6441,6441,1575,525,154,143,3913,988,101,669,0,0,231,8694,257722,366353,678,0,0,1
903,3,9,48527,24059,21397,11614,6974,7545,5198,122283,6617,6617,2184,618,170,202,4218,1216,127,625,0,0,263,9397,273234,378244,693,0,0,1
904,4,9,17987,12299,25337,8520,7050,4590,2930,95460,5064,5064,1048,422,73,168,3945,1117,162,580,0,0,160,7392,194304,280449,463,0,0,1
905,5,9,37615,18118,10978,9963,5096,4485,3190,82039,4402,4402,1320,380,120,101,3237,916,49,504,0,0,159,7179,189851,269909,401,47,0,1
906,6,9,46610,32281,13053,10424,5597,7744,3982,86980,4109,4109,1288,339,163,132,3256,988,95,546,0,0,165,8149,225901,315711,546,9,0,1
907,7,9,26859,22330,43038,10395,5752,6781,4211,116716,5806,5806,2306,642,160,343,4573,1051,99,696,0,0,189,8563,260510,367201,636,0,0,1
908,8,9,21530,21992,19447,9118,4488,4491,3887,82526,4925,4925,1126,374,95,112,3167,874,94,652,0,0,186,7319,186403,277833,483,0,0,1
909,9,9,16161,16751,14252,14618,6336,5314,5740,96683,5488,5488,1302,359,98,125,3444,983,80,533,0,0,133,7727,196127,294302,438,40,0,1
910,10,9,69199,24275,7888,9466,5259,5610,3493,83268,4624,4624,1385,428,156,81,2772,788,67,434,0,0,209,7017,226419,319499,555,0,0,1
911,11,9,25499,19474,40596,8118,5138,5025,3690,90640,4779,4779,1534,611,104,201,3052,886,92,472,0,0,182,7066,217159,306332,531,0,0,1
912,12,9,38727,25073,8044,9641,5332,5191,4091,86592,4176,4176,1060,275,101,59,3219,810,73,485,0,0,284,7357,200590,298033,521,0,0,1
913,13,9,30689,21736,35717,10341,5978,5164,4985,118648,5575,5575,1750,673,107,175,3771,1090,96,607,0,0,211,8560,255873,357004,628,0,0,1
914,14,9,31035,16141,15510,8295,4652,5712,2690,88721,4077,4077,1401,458,133,145,2945,911,106,529,0,0,174,6582,190217,269751,459,0,0,1
915,15,9,98734,33518,6848,11674,4253,5911,5271,87724,4562,4562,1778,374,202,38,2171,572,86,349,0,0,323,8061,272449,367723,618,0,0,1
916,16,9,36834,20183,29462,10283,5820,5780,3655,97818,5062,5062,2051,635,134,166,3690,1034,133,562,0,0,222,8370,231894,326967,559,0,0,1
917,17,9,47233,38106,17729,8818,5307,5430,3327,80824,5137,5137,1363,501,162,174,3262,904,94,572,0,0,112,7667,226722,320805,507,9,0,1
918,18,9,30505,19088,32633,10540,6433,6131,3763,101353,5791,5791,1468,662,137,241,3671,1048,101,604,0,0,185,8615,232969,321491,562,0,0,1
919,19,9,18809,15312,31036,8462,7842,5157,3411,102607,4889,4889,1388,500,114,192,4765,1268,109,688,0,0,157,7556,214262,299307,515,0,0,1
920,20,9,14433,14368,32464,7310,6460,4998,3335,95702,4802,4802,1089,419,103,191,3790,1089,101,618,0,0,118,7485,198875,286303,474,0,0,1
921,21,9,14908,20261,9735,11320,7717,11391,4660,101568,6679,6679,1164,252,124,216,4963,1300,116,755,0,0,217,9651,206997,314624,363,121,0,1
922,22,9,10190,8791,36769,6337,6951,5446,2883,90885,4225,4225,1131,526,102,333,4609,1336,90,718,0,0,100,7137,188559,282855,443,0,0,1
923,23,9,42858,22002,37845,10307,6076,5441,4071,112634,4928,4928,1639,651,103,167,3495,1019,94,501,0,0,260,8967,263058,358453,602,0,0,1
924,24,9,48674,25327,24087,12234,5797,5339,5410,95318,6054,6054,1713,541,144,107,3164,798,104,488,0,0,360,8703,244362,336250,561,15,0,1
1001,1,10,42549,45099,2121,9800,14210,4525,4098,39165,3149,3149,636,344,250,51,1295,1123,92,309,0,0,93,6963,175872,315480,283,377,0,1
1002,2,10,44281,36451,2379,4498,7672,4444,3510,69991,3711,3711,534,278,171,15,1528,792,71,503,0,0,62,5585,186476,322807,394,242,0,1
1003,3,10,39381,40508,5321,9138,11335,3175,3158,52010,4272,4272,563,579,148,19,1214,1053,102,450,0,0,51,6960,179437,311975,273,369,0,1
1004,4,10,52658,40117,2123,8508,16583,7612,7243,41292,3232,3232,900,473,415,56,1488,1542,86,250,0,0,110,5688,190376,329417,511,51,0,1
1101,1,11,45112,29315,4583,12750,3495,5951,4953,26083,2845,2845,261,182,128,61,407,178,24,128,0,0,94,9170,145720,263698,148,317,0,1
1102,2,11,52149,15641,2438,11028,3824,5289,6731,38276,4186,4186,469,228,216,27,656,407,27,179,0,0,143,8220,150134,299491,212,305,0,1
1103,3,11,91261,15541,1520,13306,2448,3612,3556,23759,2481,2481,757,176,226,22,513,210,27,92,0,0,111,5796,165414,281185,395,62,0,1
1104,4,11,54323,21814,3926,13177,2591,5543,5896,18865,1497,1497,610,256,189,36,418,190,18,101,0,0,68,6260,135778,263508,194,279,0,1
1105,5,11,78920,17167,1645,12471,2812,3378,3350,22904,2334,2334,857,216,278,19,612,252,23,121,0,0,111,5446,152916,286821,442,43,0,1
1106,6,11,75120,16566,1816,12768,2712,3184,3432,24227,2268,2268,761,218,199,28,603,246,31,128,0,0,104,5492,149903,280288,401,78,0,1
1107,7,11,63001,35536,2004,12137,2627,2556,2558,23015,1258,1258,393,185,159,15,431,239,24,118,0,0,39,6045,152340,300057,225,306,0,1
1108,8,11,51969,20144,9426,11675,5171,3561,10162,52815,4195,4195,509,346,135,37,882,456,56,174,0,0,188,7168,179069,318874,346,194,0,1
1109,9,11,52313,22093,2078,9454,3332,2613,3009,30692,2368,2368,552,179,157,22,765,331,23,136,0,0,87,5150,135354,280355,240,215,0,1
1110,10,11,55912,27519,15084,17503,4066,3617,6196,33859,2388,2388,501,368,123,47,592,234,32,129,0,0,82,7707,175959,321373,384,189,0,1
1111,11,11,69343,16280,1452,12243,2723,2967,3536,23281,2465,2465,708,196,232,24,574,248,28,129,0,0,117,4976,141522,266144,363,57,0,1
1112,12,11,55090,17721,2203,10924,3985,3743,3828,41063,3415,3415,541,162,133,16,886,456,42,222,18442,0,175,6622,169669,317026,465,77,0,1
1113,13,11,46932,30089,9060,12739,4131,5277,8602,34755,2167,2167,316,221,109,65,569,309,39,167,0,0,38,7984,163569,306715,215,335,0,1
1114,14,11,40641,25043,6902,16404,3292,8185,3705,36265,2454,2454,338,225,175,58,745,342,31,208,0,0,104,8401,153518,304179,231,329,0,1
1115,15,11,45721,23351,1794,7354,4312,2618,3369,35752,3456,3456,519,167,135,28,960,410,35,195,0,0,132,5662,135970,269317,389,63,0,1
1201,1,12,2983,38542,37684,2553,4463,9135,2520,57881,1045,1045,237,218,41,215,713,344,28,217,0,0,25,8534,168171,262304,180,472,1,1
1202,2,12,21622,33088,14013,8901,9643,6410,7616,65864,3959,3959,500,403,126,129,1046,585,82,393,0,0,121,9547,185666,290940,300,267,1,1
1203,3,12,3560,35377,26908,9276,5131,6645,3106,85492,5018,5018,383,162,57,318,1329,544,74,813,2778,0,73,9794,198585,315688,256,404,1,1
1204,4,12,7606,23838,8949,2827,8430,7898,1528,97348,5128,5128,532,198,96,152,2515,1199,110,980,4181,0,77,5872,181164,301653,514,30,1,1
1205,5,12,3391,31750,12726,6401,29718,7857,1936,65163,2523,2523,133,80,43,141,553,808,68,276,2875,0,75,12172,179491,258504,102,428,1,1
1206,6,12,11213,33440,47650,5777,9263,7876,3034,43164,2924,2924,289,336,95,325,777,421,55,418,0,0,34,13221,181332,271322,107,468,1,1
1207,7,12,4578,37481,13322,5263,11666,4081,3163,76548,2397,2397,343,249,53,148,1688,920,80,415,0,0,73,6670,171031,268406,306,177,1,1
1208,8,12,6874,22332,32106,21910,8979,5147,2205,60391,2112,2112,306,296,57,276,752,590,61,334,0,0,25,10713,177533,253789,120,407,1,1
1209,9,12,7246,27805,10773,5241,6848,4796,1811,77621,6245,6245,392,258,51,100,2084,993,136,871,0,0,89,6619,162237,281298,354,121,1,1
1301,1,13,13047,46280,7823,1938,6534,2619,9081,70473,22015,22015,251,380,48,44,0,0,0,0,0,0,18,13986,195918,277579,70,467,1,0
1302,2,13,16458,31058,11996,2764,18732,2497,5901,85370,3065,3065,474,479,68,46,0,0,0,0,4673,0,63,8657,193411,296184,89,512,1,0
1303,3,13,12123,40223,6227,4920,9127,2923,8233,98085,4576,4576,279,199,57,46,0,0,0,0,0,0,55,8663,196920,299353,195,371,1,0
1304,4,13,14160,36215,5737,3834,9495,3153,6828,81872,4236,4236,264,290,60,47,0,0,0,0,0,0,90,8558,175996,294332,145,362,1,0
1305,5,13,22998,34934,4270,11134,6560,3622,6391,103426,4463,4463,387,260,91,28,0,0,0,0,0,0,60,8349,208435,318381,245,293,1,0
1306,6,13,28693,40913,3460,5256,5780,3640,6991,111499,8094,8094,623,224,131,39,0,0,0,0,0,0,119,8509,225755,346629,410,155,1,0
1307,7,13,20606,31321,2450,4230,5447,3190,15093,93187,5581,5581,405,203,77,28,0,0,0,0,0,0,60,7540,190782,286023,197,295,1,0
1401,1,14,27553,32179,2910,7924,7276,41078,6067,36678,1991,1991,577,128,369,106,534,331,47,117,0,0,53,7059,172977,269226,165,324,0,1
1402,2,14,48375,23821,1979,9504,1895,32424,4503,21271,1722,1722,910,174,938,143,314,145,13,85,0,0,67,6206,154489,258838,194,262,0,1
1403,3,14,60848,32381,1696,10540,2553,36005,5819,21958,3275,3275,651,158,745,67,323,115,26,110,0,0,90,9170,186530,328995,232,326,0,1
1404,4,14,25716,25321,1667,7307,3686,37752,4439,45562,4139,4139,320,55,298,44,892,361,35,227,0,0,166,5404,163391,288644,452,0,0,1
1405,5,14,8694,35412,2209,7243,3361,36104,2449,50725,2081,2081,394,60,366,152,855,347,34,227,0,0,72,6115,156900,282715,289,189,0,1
1406,6,14,34823,22014,1759,7271,3651,47106,3920,46285,4345,4345,465,47,399,89,989,330,57,229,0,0,185,5638,179602,317604,406,98,0,1
1407,7,14,13387,20889,1292,6122,4293,35521,4218,39910,3762,3762,338,29,313,51,1042,435,51,246,0,0,82,4131,136112,253691,356,25,0,1
1408,8,14,39844,23788,1598,5526,2934,35609,2965,42939,2362,2362,572,95,439,56,839,289,32,203,52995,0,94,5595,218774,326903,609,0,0,1
1409,9,14,20096,24056,1961,7852,4502,45388,4751,53774,4219,4219,393,66,494,77,1098,531,44,333,0,0,120,6508,176263,304686,502,0,0,1
1410,10,14,40435,15510,1180,4473,2532,27883,2455,30525,2310,2310,564,67,414,49,834,330,75,200,48613,0,78,4232,182759,294222,415,44,0,1
1411,11,14,24121,25375,2216,7677,4338,53960,4430,54094,4760,4760,583,73,594,104,1196,514,52,317,0,0,132,6509,191045,312174,539,0,0,1
1412,12,14,19588,12663,2117,6022,3370,65143,3062,51102,4127,4127,596,66,432,150,1271,395,60,296,0,0,118,4894,175472,331697,235,286,0,1
1413,13,14,25832,18046,1311,4812,3096,31006,2038,36440,2522,2522,472,74,455,42,992,327,39,299,37326,0,58,4871,170058,284222,440,12,0,1
1414,14,14,31030,21699,1913,8421,4579,56163,4986,54248,4929,4929,456,69,618,95,1200,487,79,257,0,0,111,6897,198237,315005,543,0,0,1
1415,15,14,24904,33182,3391,13193,4069,29826,8584,41659,9302,9302,791,147,561,154,919,352,96,449,0,0,53,7597,179229,311602,230,300,0,1
1416,16,14,19470,25774,1634,6786,3906,33252,3162,48831,3776,3776,448,73,416,66,1378,470,63,404,7767,0,87,5507,163270,297100,435,27,0,1
1417,17,14,19336,30873,2676,14066,3187,37588,4790,37419,2306,2306,788,140,415,92,627,215,34,144,0,0,74,6395,161165,260155,228,220,0,1
1418,18,14,25121,38499,6958,6548,3299,40818,5221,41196,1877,1877,785,208,427,327,479,270,29,162,0,0,57,7701,179982,285551,212,309,0,1
1419,19,14,18323,30219,7719,10797,4021,49314,7490,47286,3128,3128,945,185,401,261,550,260,50,224,0,0,72,7412,188657,297454,275,262,0,1
1420,20,14,15866,22967,1674,7484,3295,44801,2833,36943,2442,2442,745,47,469,131,858,311,54,209,0,0,55,5324,146508,276475,202,220,0,1
1501,1,15,34555,56569,5949,16937,4454,7654,12474,68960,3784,3784,742,336,202,84,1200,328,134,446,0,0,89,8427,224660,300993,74,481,1,1
1502,2,15,17230,25271,19403,6103,4664,5009,5687,85765,4911,4911,875,302,65,88,1920,590,74,434,0,0,121,4829,184144,274287,319,99,1,1
1503,3,15,30434,53216,4586,8407,13485,6527,5347,77005,4172,4172,1259,301,243,84,2561,957,147,464,0,0,56,7518,218454,306320,157,374,1,1
1504,4,15,31330,34117,5367,6616,5522,3729,4741,85595,4094,4094,815,282,137,57,2572,816,94,502,0,0,114,5222,192827,292336,366,78,1,1
1505,5,15,23689,45032,6942,6822,7980,3482,3889,83456,3782,3782,644,224,96,37,1723,665,72,408,0,0,125,5402,195307,272235,242,203,1,1
1506,6,15,27172,27595,10323,6891,4642,3798,3946,92030,5322,5322,880,286,93,58,2347,585,65,506,0,0,145,5321,192916,284874,455,6,1,1
1507,7,15,44914,26397,3932,8303,5067,5354,6820,94478,5378,5378,925,169,167,43,2324,601,77,511,0,0,137,5318,211887,301207,482,20,1,1
1508,8,15,19041,21961,9838,5302,3864,4527,8330,75819,3737,3737,631,219,105,78,1986,547,48,452,0,0,100,4363,161935,247313,400,0,1,1
1509,9,15,21771,65789,15971,8087,4785,2919,7058,50053,2245,2245,541,405,90,76,1087,400,68,334,0,0,64,8415,192067,275992,21,460,1,1
1510,10,15,17724,27676,8944,5928,4348,3478,3285,81659,4235,4235,667,249,96,66,2590,689,125,555,0,0,147,4054,167588,261716,421,0,1,1
1511,11,15,18194,29016,11693,9663,4558,3251,3869,86864,4051,4051,605,309,71,52,2527,697,77,546,0,0,122,5169,182461,279818,446,0,1,1
1512,12,15,11360,50047,7666,4505,4487,3141,2561,72212,3197,3197,385,125,61,38,2117,590,57,400,0,0,95,4640,169090,259083,428,4,1,1
1513,13,15,19398,29207,7998,6310,4333,3265,7157,86293,4404,4404,701,197,89,43,2569,700,74,502,0,0,129,4967,179652,267296,451,0,1,1
1514,14,15,53345,27403,4444,9910,4276,4065,4370,83741,4597,4597,961,266,138,62,2200,647,90,464,0,0,102,5199,207331,299633,481,4,1,1
1515,15,15,50313,25113,4149,15521,4258,3878,4081,78256,4377,4377,867,201,129,30,2112,575,141,492,0,0,90,5256,200891,298643,454,12,1,1
1516,16,15,18816,32658,7283,5741,6156,3330,3909,87009,3927,3927,620,216,106,39,3233,1011,124,626,0,0,84,5011,181343,287922,465,0,1,1
1517,17,15,16196,29191,7407,5831,4243,3281,3422,83686,4137,4137,562,198,63,37,2625,708,95,501,0,0,119,4598,167807,252315,430,0,1,1
1518,18,15,61601,44105,8314,8796,5132,5546,5202,65222,3508,3508,1378,503,171,52,1525,488,86,361,0,0,80,6045,219247,302044,280,189,1,1
1519,19,15,46475,36706,5125,7728,4805,4440,4524,91147,4673,4673,861,248,136,38,2501,692,88,484,0,0,149,5849,218024,316670,555,0,1,1
1520,20,15,16640,24754,32668,5518,4120,3218,3084,83491,3692,3692,1016,429,88,94,2182,669,71,382,0,0,98,5213,188254,278996,481,0,1,1
1521,21,15,12535,37991,7566,9017,4173,6432,4129,81845,4062,4062,375,114,60,59,1497,429,75,424,0,0,65,6011,177592,255898,266,158,1,1
1522,22,15,75718,38367,4727,7396,4746,3794,3573,80438,4715,4715,1200,341,207,32,2227,714,74,594,0,0,161,6100,236560,349805,552,34,1,1
1523,23,15,27014,43548,8947,17241,6062,4709,4610,84519,3827,3827,622,298,104,53,1665,596,105,447,0,0,86,6758,212080,291886,234,241,1,1
1524,24,15,44729,31420,5170,6666,5374,3726,4950,86746,5056,5056,873,274,208,42,2940,795,89,571,0,0,148,5587,206791,336672,577,0,1,1
1525,25,15,8400,46135,8326,3723,3538,2461,2514,66046,2753,2753,401,183,47,41,2406,624,87,490,0,0,61,3903,153493,251806,383,0,1,1
1526,26,15,42469,45383,7550,6908,7182,4564,4121,82443,5552,5552,1046,392,166,51,2380,673,62,652,0,0,135,6283,219828,310407,354,130,1,1
1527,27,15,48505,47228,4884,9800,13063,4810,6198,81726,3776,3776,848,210,124,28,1765,767,64,344,0,0,119,6191,231423,315076,469,20,1,1
1528,28,15,26962,38079,5495,7491,4334,6023,11094,82625,4183,4183,686,222,107,58,1790,475,85,374,0,0,99,6201,197446,314021,290,199,1,1
1529,29,15,13052,25478,40659,5829,4113,3176,3803,85471,3389,3389,746,579,50,107,2149,679,68,364,0,0,111,5333,195951,296172,524,0,1,1
1530,30,15,8008,52256,7069,4133,3358,2212,2576,66793,3284,3284,301,117,40,23,2175,558,78,434,0,0,68,4176,159093,263181,403,3,1,1
1531,31,15,10644,24744,42392,5289,4060,3139,3112,80017,3217,3217,952,490,69,106,2256,676,83,375,0,0,117,5507,188005,290097,509,0,1,1
1532,32,15,8420,20294,26431,6724,5001,4134,2732,77182,3477,3477,671,351,46,131,2417,681,100,501,0,0,94,5838,166029,262331,406,0,1,1
1533,33,15,13229,26808,9245,4414,4646,8520,3428,78408,5745,5745,620,129,102,106,2937,560,129,784,0,0,86,5211,165992,260453,306,84,1,1
1534,34,15,50884,42763,7744,8864,6286,4926,4230,92393,5386,5386,1089,322,140,38,2123,677,98,519,0,0,173,5704,235728,327921,514,15,1,1
1535,35,15,28659,40311,12666,9220,13719,4565,4915,67523,3268,3268,612,392,132,83,1317,804,90,249,0,0,70,7850,197178,284511,198,284,1,1
1536,36,15,17954,66345,31164,6956,5696,2929,5512,70294,2061,2061,415,553,99,105,890,483,62,320,0,0,67,8207,221147,296442,105,478,1,1
1537,37,15,27082,33764,4990,7644,4653,9555,5090,89196,4410,4410,737,167,148,65,1886,558,66,419,0,0,109,5319,196681,287130,290,147,1,1
1538,38,15,14102,31285,5442,14214,4507,3701,4928,99232,3756,3756,432,126,65,29,2239,548,59,462,0,0,114,5407,191909,287754,273,175,1,1
1539,39,15,8763,46833,12535,6330,4802,2686,2541,67003,3220,3220,397,179,40,93,2368,670,62,465,0,0,71,4732,165229,260012,399,11,1,1
1540,40,15,33178,42237,7038,9704,11439,6525,4743,76354,4906,4906,852,311,185,80,2050,900,129,455,0,0,119,8010,210567,308188,169,321,1,1
1541,41,15,23372,53440,4475,5127,6253,3413,4731,104126,5050,5050,507,124,71,20,2452,706,110,538,0,0,153,5110,220999,322728,459,46,1,1
1601,1,16,5005,31599,22002,4847,10709,2740,2522,71893,1890,1890,176,164,27,122,837,1005,53,256,0,0,49,7664,163560,265614,259,220,0,1
1602,2,16,13826,33549,35690,17521,15092,5095,6303,35270,4814,4814,619,641,107,215,788,1263,98,205,0,0,63,11428,182587,311985,184,388,0,1
1603,3,16,8844,25973,45097,11365,15028,2837,2704,45971,2883,2883,823,711,81,221,1345,1601,120,316,0,0,63,10978,176961,272763,126,381,0,1
1604,4,16,40158,29905,15838,10858,4691,7119,4190,44589,1966,1966,652,612,262,107,553,486,38,195,0,0,52,9096,171367,294299,348,215,0,1
1605,5,16,32302,26366,12305,9355,9227,9071,4225,44164,3068,3068,874,495,161,70,1105,963,40,191,0,0,89,7919,161990,297644,366,163,0,1
1606,6,16,17582,28877,22861,17162,10069,4521,5243,40290,4030,4030,840,610,133,166,1029,1456,100,341,0,0,78,11638,167026,280855,126,378,0,1
1607,7,16,14346,26613,19272,18185,6781,6127,3429,43855,4148,4148,497,252,168,122,563,542,57,251,0,0,105,10373,155686,267912,309,177,0,1
1608,8,16,18190,23977,9154,14070,6812,6052,2971,54931,7600,7600,393,196,100,63,1126,669,133,329,0,0,281,10928,157975,291676,333,140,0,1
1609,9,16,15818,9369,24662,4986,6308,2107,1471,42106,1996,1996,410,273,84,113,851,804,53,307,12722,0,114,6358,130912,239846,325,81,0,1
