distrito_id,dto,edo,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,CI,PAN-PRI-PRD,PVEM-PT-MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,LISTA_NOMINAL_CASILLA,JHH,VXM,TOTAL,GANADOR_2018,GANADOR_2021,PARTICIPACION
922,22,9,0,0,0,3.64,2.69,2.88,60.03,2.48,0.73,1.63,0,21.52,0,0.09,4.32,289994,0,1,111458,PT_MORENA_PES,MORENA,38.43
923,23,9,0,0,0,0,0,4.05,0,1.14,0.58,1.67,0,49.54,40.26,0.11,2.63,361934,1,1,205720,PT_MORENA_PES,PAN_PRI_PRD,56.84
924,24,9,0,0,0,3.11,2,3.14,31.83,1.18,0.62,1.71,0,53.73,0,0.12,2.57,338227,0,1,194566,PT_MORENA_PES,PAN_PRI_PRD,57.53
1201,1,12,0,0,0,0,0,3.28,0,0.73,0.55,0.59,0,49.65,42.15,0.01,3.05,261484,1,1,155767,PT_MORENA_PES,PAN_PRI_PRD,59.57
1202,2,12,9.74,22.23,12.78,4.27,3.53,2.38,32.09,1.78,1.81,5.29,0,0,0,0.04,4.06,296540,0,0,166948,PT_MORENA_PES,MORENA,56.3
1203,3,12,0,0,0,0,0,1.74,0,2.67,1.25,0.66,0,41.64,49.12,0.02,2.89,319427,1,1,184568,PT_MORENA_PES,PVEM_PT_MORENA,57.78
1204,4,12,0,0,0,1.49,1.06,6.09,53.91,1.64,0.91,2.04,0,29.45,0,0.06,3.35,299066,0,1,153505,PT_MORENA_PES,MORENA,51.33
1205,5,12,0,0,0,0,0,5.12,0,2.9,1.01,0.69,0,31.93,51.55,2.3,4.49,276233,1,1,182071,PT_MORENA_PES,PVEM_PT_MORENA,65.91
1206,6,12,0,0,0,0,0,2.14,0,1.28,1.21,0.47,0,56.67,34.1,0.05,4.08,282383,1,1,175475,PT_MORENA_PES,PAN_PRI_PRD,62.14
1207,7,12,0,0,0,0,0,1.59,0,1.21,1.06,1.11,0,41.98,49.73,0.06,3.27,278619,1,1,156249,PT_MORENA_PES,PVEM_PT_MORENA,56.08
1208,8,12,0,0,0,0,0,1.69,0,2.41,0.81,1.18,0,38.14,51.46,0.01,4.3,259805,1,1,167346,PT_MORENA_PES,PVEM_PT_MORENA,64.41
1209,9,12,0,0,0,1.86,1.54,2.25,48.45,1.85,1.03,1.39,0,38.15,0,0.03,3.46,289510,0,1,140356,PT_MORENA_PES,MORENA,48.48
2001,1,20,0,0,0,0,0,4.65,0,2.51,2.27,2.98,0,30.81,53.22,0.16,3.41,280055,1,1,189340,PT_MORENA_PES,PVEM_PT_MORENA,67.61
2002,2,20,0,0,0,4.94,5.64,2.37,41.34,1.91,2.54,2.04,0,35.06,0,0.01,4.14,283688,0,1,179002,PRI_PVEM_NA,MORENA,63.1
2003,3,20,0,0,0,0,0,2.86,0,2.35,1.97,6.3,0,25.95,56.81,0.04,3.72,307933,1,1,165784,PT_MORENA_PES,PVEM_PT_MORENA,53.84
2004,4,20,0,0,0,0,0,2.53,0,2.08,1.49,2.86,0,24.7,61.88,0.04,4.42,327219,1,1,145790,PT_MORENA_PES,PVEM_PT_MORENA,44.55
2005,5,20,0,0,0,0,0,1.93,0,1.98,1.82,2.54,0,20.96,67.49,0.03,3.24,281467,1,1,158302,PT_MORENA_PES,PVEM_PT_MORENA,56.24
2006,6,20,0,0,0,4.07,12.13,2.08,43.02,3.06,1.89,3.69,0,24.79,0,0.04,5.24,288511,0,1,151771,PT_MORENA_PES,MORENA,52.6
2007,7,20,0,0,0,0,0,2.18,0,2.88,1.96,2.21,0,31.3,56.81,0.03,2.64,288885,1,1,190695,PT_MORENA_PES,PVEM_PT_MORENA,66.01
2008,8,20,0,0,0,0,0,3.8,0,4.31,1.68,4.08,0,30.36,52.79,0.06,2.93,323518,1,1,166460,PT_MORENA_PES,PVEM_PT_MORENA,51.45
2009,9,20,0,0,0,0,0,1.72,0,1.64,2.78,2.27,0,41.49,45.79,0.03,4.28,289014,1,1,178019,PT_MORENA_PES,PVEM_PT_MORENA,61.6
2010,10,20,0,0,0,8.08,5.5,2.12,40.51,2.13,1.53,3.37,0,31.18,0,0.06,5.52,327513,0,1,172476,PT_MORENA_PES,MORENA,52.66
2101,1,21,0,0,0,0,0,10.22,0,3.81,1.8,2.24,0,36.94,39.87,0.05,5.06,292805,1,1,202103,PT_MORENA_PES,PVEM_PT_MORENA,69.02
2102,2,21,0,0,0,0,0,3.12,0,1.78,2.6,4.17,0,39.63,44.1,0.07,4.53,297916,1,1,206514,PT_MORENA_PES,PVEM_PT_MORENA,69.32
2103,3,21,0,0,0,0,0,10.03,0,4.24,2.1,5.05,0,33.34,40.42,0.04,4.78,302329,1,1,194498,PT_MORENA_PES,PVEM_PT_MORENA,64.33
2104,4,21,0,0,0,0,0,5.28,0,4.81,3.35,2.75,0,36.33,41.55,0.03,5.9,288212,1,1,191621,PT_MORENA_PES,PVEM_PT_MORENA,66.49
2105,5,21,0,0,0,0,0,7.54,0,5,3.64,4.97,0,29.55,44.73,0.11,4.47,315026,1,1,167743,PT_MORENA_PES,PVEM_PT_MORENA,53.25
2106,6,21,0,0,0,0,0,3.32,0,1.52,1.16,2.41,0,39.1,48.79,0.07,3.63,319034,1,1,127030,PT_MORENA_PES,PVEM_PT_MORENA,39.82
2107,7,21,0,0,0,0,0,5.87,0,3.11,4.5,4.6,0,29.56,47.41,0.11,4.84,308443,1,1,177519,PT_MORENA_PES,PVEM_PT_MORENA,57.55
2108,8,21,0,0,0,0,0,11.75,0,2.23,1.28,3.44,0,36.33,40.32,0.03,4.61,290869,1,1,202428,PT_MORENA_PES,PVEM_PT_MORENA,69.59
2109,9,21,0,0,0,0,0,2.44,0,1.15,0.91,1.86,0,48.12,42.23,0.08,3.2,339027,1,1,155506,PT_MORENA_PES,PAN_PRI_PRD,45.87
2110,10,21,0,0,0,0,0,4.1,0,5.29,2.33,3.69,0,43.15,37.45,0.17,3.82,357851,1,1,188577,PT_MORENA_PES,PAN_PRI_PRD,52.7
2111,11,21,0,0,0,0,0,2.96,0,1.8,1.55,2.24,0,44.81,42.45,0.1,4.09,334724,1,1,138398,PT_MORENA_PES,PAN_PRI_PRD,41.35
2112,12,21,0,0,0,0,0,2.77,0,1.27,0.71,1.88,0,52.22,37.96,0.09,3.11,337166,1,1,173688,PT_MORENA_PES,PAN_PRI_PRD,51.51
2113,13,21,0,0,0,0,0,4.26,0,2.86,3.64,4.4,0,33.67,46.38,0.08,4.71,324476,1,1,180298,PT_MORENA_PES,PVEM_PT_MORENA,55.57
2114,14,21,0,0,0,0,0,3.17,0,2.89,2.53,2.96,0,36.13,47.86,0.1,4.38,315327,1,1,199960,PT_MORENA_PES,PVEM_PT_MORENA,63.41
2115,15,21,0,0,0,0,0,4,0,4.46,1.19,5.55,0,25.8,53.97,0.25,4.77,316732,1,1,159406,PT_MORENA_PES,PVEM_PT_MORENA,50.33
2701,1,27,0,0,0,12.65,0.93,1.46,59.73,4.78,1.85,0.76,0,15.06,0,0.04,2.73,255771,0,1,147069,PT_MORENA_PES,MORENA,57.5
2702,2,27,0,0,0,3.72,2.07,1.29,57.62,1.64,1.67,0.81,0,28.38,0,0.19,2.61,311717,0,1,165626,PRI_PVEM_NA,MORENA,53.13
2703,3,27,0,0,0,1.25,1.33,2.88,58.16,2.07,1.34,1.63,0,28.48,0,0.03,2.83,252245,0,1,145298,PAN_PRD_MC,MORENA,57.6
2704,4,27,0,0,0,2.64,1.94,2.18,63.16,1.44,1.31,2.26,0,21.93,0,0.07,3.05,310991,0,1,145907,PRI_PVEM_NA,MORENA,46.92
2705,5,27,0,0,0,8.74,5.14,3.98,51.8,2.49,5.08,5.78,0,13.58,0,0.03,3.37,313335,0,1,184945,PT_MORENA_PES,MORENA,59.02
2706,6,27,0,0,0,4.34,1.27,8.05,60.16,1.64,1.29,2.28,0,17.84,0,0.05,3.09,308706,0,1,148182,PAN_PRD_MC,MORENA,48
1601,1,16,0,0,0,3.54,7.84,1.46,51.91,1.04,1.47,1.63,0,26.58,0,0.04,4.51,273083,0,1,143439,MORENA,MORENA,52.53
1602,2,16,0,0,0,9.88,8.22,4.65,22.44,8.77,1.08,4.62,0,34.96,0,0.05,5.34,327943,0,1,169849,PT_MORENA_PES,PAN_PRI_PRD,51.79
1603,3,16,0,0,0,0,0,2.37,0,2.74,1.82,1.5,0,40.7,46.73,0.03,4.11,274591,1,1,159350,PT_MORENA_PES,PVEM_PT_MORENA,58.03
1606,6,16,0,0,0,11.79,7.78,6.17,26.48,1.79,1.84,1.84,0,37.03,0,0.06,5.22,294450,0,1,152157,PT_MORENA_PES,PAN_PRI_PRD,51.67
1607,7,16,0,0,0,5.51,4.32,5.59,30.57,6.19,1.77,3.29,0,37.86,0,0.03,4.88,287467,0,1,149429,PT_MORENA_PES,PAN_PRI_PRD,51.98
1608,8,16,0,0,0,5.57,2.46,2.7,37.17,2.28,1.52,2.08,0,40.86,0,0.11,5.26,311253,0,1,132869,PT_MORENA_PES,PAN_PRI_PRD,42.69
1610,10,16,0,0,0,5.49,2.4,2.5,29.43,1.59,1.18,1.64,0,51.55,0,0.09,4.12,324936,0,1,164181,PT_MORENA_PES,PAN_PRI_PRD,50.53
1611,11,16,0,0,0,8.34,9.3,2.03,25.03,5.1,2.48,3.42,0,38.25,0,0.03,6.03,298413,0,1,159711,PT_MORENA_PES,PAN_PRI_PRD,53.52
1302,2,13,0,0,0,0,0,1.44,0,2.22,2.33,1.95,0,36.61,51.28,0.04,4.13,307644,1,1,146277,PT_MORENA_PES,PVEM_PT_MORENA,47.55
1303,3,13,0,0,0,2.54,1.95,1.66,45.8,1.76,1.38,1.73,0,39.23,0,0.05,3.9,312237,0,1,139630,PT_MORENA_PES,MORENA,44.72
1304,4,13,0,0,0,0,0,2.98,0,1.85,1.61,2.48,0,39.37,47.74,0.1,3.87,309706,1,1,126361,PT_MORENA_PES,PVEM_PT_MORENA,40.8
1306,6,13,0,0,0,0,0,3.12,0,1.24,0.98,2.12,0,42.12,47.69,0.07,2.65,371681,1,1,171967,PT_MORENA_PES,PVEM_PT_MORENA,46.27
1307,7,13,0,0,0,1.8,1.47,2,46.53,1.2,1.79,1.74,0,40.34,0,0.07,3.06,312780,0,1,141821,PT_MORENA_PES,MORENA,45.34
2201,1,22,37.39,21.36,0.98,6.23,0.91,1.56,19.8,1.48,2.16,3.7,0,0,0,0.03,4.4,269449,0,0,158968,PT_MORENA_PES,PAN,59
2202,2,22,39.05,15.86,1.74,0,0,1.9,0,2.24,2.53,2.55,0,0,30.78,0.07,3.28,306248,1,0,157105,PT_MORENA_PES,PAN,51.3
2203,3,22,46.21,9.89,0.92,0,0,2.25,0,1.34,0.99,1.61,0,0,34.28,0.06,2.47,408415,1,0,184730,PT_MORENA_PES,PAN,45.23
2204,4,22,53.08,9.59,0.94,2.68,0.94,1.75,25.23,1.06,0.87,1.33,0,0,0,0.08,2.45,377186,0,0,202659,PT_MORENA_PES,PAN,53.73
2205,5,22,47.98,16.26,1.01,3.99,1.42,1.7,20.42,1.29,1.29,1.77,0,0,0,0.04,2.82,375080,0,0,201769,PAN_PRD_MC,PAN,53.79
3001,1,30,0,0,0,0,0,2.03,0,4.7,2.15,3.14,0,29.79,55.31,0.19,2.7,248398,1,1,170235,PT_MORENA_PES,PVEM_PT_MORENA,68.53
3002,2,30,0,0,0,0,0,3.77,0,2.02,1.7,1.38,0,43.5,43.82,0.08,3.72,257336,1,1,187559,PT_MORENA_PES,PVEM_PT_MORENA,72.88
3003,3,30,0,0,0,0,0,8.99,0,2.36,1.8,7.02,0,28.52,48.48,0.06,2.76,259159,1,1,151322,PT_MORENA_PES,PVEM_PT_MORENA,58.39
3005,5,30,0,0,0,0,0,5.19,0,4.04,2.64,4.72,0,30.85,49.66,0.15,2.73,254444,1,1,135973,PT_MORENA_PES,PVEM_PT_MORENA,53.44
3006,6,30,0,0,0,7,3.59,10.15,36.27,2.71,2.15,1.61,0,33.76,0,0.02,2.74,298662,0,1,189296,PT_MORENA_PES,MORENA,63.38
3007,7,30,0,0,0,6.62,4.81,7.05,36.09,5.17,5.32,3.33,0,26.99,0,0.04,4.59,296007,0,1,171689,PT_MORENA_PES,MORENA,58
3008,8,30,0,0,0,0,0,12.29,0,2.31,3.82,7.44,0,26.33,43.94,0.04,3.84,334411,1,1,221284,PT_MORENA_PES,PVEM_PT_MORENA,66.17
3009,9,30,0,0,0,4.16,3.49,8.08,33.29,2.13,4.3,2.36,0,37.79,0,0.05,4.35,290671,0,1,186708,PAN_PRD_MC,PAN_PRI_PRD,64.23
3010,10,30,0,0,0,2.9,2.19,6.89,40.67,2.42,1.48,2.16,0,37.59,0,0.1,3.6,329779,0,1,175902,PT_MORENA_PES,MORENA,53.34
3013,13,30,0,0,0,0,0,10.05,0,1.79,1.19,2.52,0,37.88,43.34,0.04,3.2,313219,1,1,203580,PAN_PRD_MC,PVEM_PT_MORENA,65
3014,14,30,0,0,0,0,0,2.37,0,3.39,2.03,3.78,0,24.69,60.66,0.03,3.04,280557,1,1,161442,PAN_PRD_MC,PVEM_PT_MORENA,57.54
3015,15,30,0,0,0,0,0,7.99,0,2.78,2.13,1.61,0,40.93,41.52,0.05,2.99,308333,1,1,192633,PT_MORENA_PES,PVEM_PT_MORENA,62.48
3016,16,30,0,0,0,0,0,6.15,0,2.09,2.45,4,0,32.03,50.05,0.13,3.11,315982,1,1,188224,PT_MORENA_PES,PVEM_PT_MORENA,59.57
3017,17,30,0,0,0,0,0,8.33,0,2.63,3.22,4.63,0,24.24,52.59,0.04,4.32,292926,1,1,182154,PT_MORENA_PES,PVEM_PT_MORENA,62.18
3018,18,30,0,0,0,0,0,4.59,0,4.29,3.9,4.43,0,31.42,46.58,0.04,4.74,299378,1,1,205131,PAN,PVEM_PT_MORENA,68.52
3019,19,30,0,0,0,0,0,15.75,0,3.33,4.45,2.98,0,21.08,48.62,0.03,3.75,312803,1,1,183817,PAN,PVEM_PT_MORENA,58.76
3020,20,30,0,0,0,1.77,1.77,5.73,50.03,3.27,3.64,4.12,0,25.98,0,0.04,3.65,304779,0,1,193758,PAN,MORENA,63.57
301,1,3,0,0,0,0,0,3.59,0,2.33,1.01,2.59,0,43.6,43.75,0.08,3.05,292920,1,1,164171,PT_MORENA_PES,PVEM_PT_MORENA,56.05
302,2,3,0,0,0,0,0,2.83,0,2.23,2.25,4.78,0,35.5,49.17,0.09,3.16,268732,1,1,115715,PT_MORENA_PES,PVEM_PT_MORENA,43.06
801,1,8,0,0,0,3.2,2.07,7.42,53.78,2.28,0.79,1.68,0,25.4,0,0.07,3.3,328503,0,1,118817,PT_MORENA_PES,MORENA,36.17
802,2,8,0,0,0,0,0,8.62,0,2.55,0.67,1.96,0,34.48,48.12,0.04,3.55,309994,1,1,124016,PT_MORENA_PES,PVEM_PT_MORENA,40.01
803,3,8,0,0,0,0,0,7.43,0,2.71,0.82,1.91,0,26.16,57.42,0.1,3.46,299748,1,1,102600,PT_MORENA_PES,PVEM_PT_MORENA,34.23
804,4,8,0,0,0,0,0,6.48,0,2.02,1.01,1.5,0,46.15,40.23,0.11,2.5,344702,1,1,159471,PT_MORENA_PES,PAN_PRI_PRD,46.26
805,5,8,0,0,0,0,0,10.99,0,2.45,0.58,0.73,0,59.72,22.33,0.03,3.16,339372,1,1,171850,PT_MORENA_PES,PAN_PRI_PRD,50.64
806,6,8,59.58,5.91,0.62,2.03,0.97,5.66,20.66,1.38,0.36,0.72,0,0,0,0.05,2.05,366545,0,0,208131,PT_MORENA_PES,PAN,56.78
807,7,8,0,0,0,0,0,7.96,0,1.93,1.02,0.85,0,57.43,26.1,0.02,4.69,296556,1,1,145038,PT_MORENA_PES,PAN_PRI_PRD,48.91
808,8,8,46.45,6.42,1,0,0,6.54,0,1.76,0.67,0.96,0,0,33.65,0.05,2.5,350155,1,0,168616,PAN_PRD_MC,PAN,48.15
809,9,8,0,0,0,0,0,15.5,0,3.68,0.75,1.12,0,53.09,20.67,0.04,5.15,258950,1,1,154100,PT_MORENA_PES,PAN_PRI_PRD,59.51
1001,1,10,0,0,0,0,0,3.4,0,1.58,2.19,1.33,0,50.22,38.3,0.05,2.92,333512,1,1,146266,PT_MORENA_PES,PAN_PRI_PRD,43.86
1002,2,10,0,0,0,0,0,2.82,0,1.54,0.56,1.08,0,39.37,52.28,0.06,2.28,334571,1,1,138981,PAN_PRD_MC,PVEM_PT_MORENA,41.54
1003,3,10,0,0,0,0,0,3.53,0,1.58,2.45,1.17,0,42.57,46.03,0.03,2.64,321326,1,1,147374,MORENA,PVEM_PT_MORENA,45.86
1004,4,10,0,0,0,0,0,10.88,0,2.11,9.98,2.36,0,42.16,29.56,0.09,2.85,343405,1,1,141340,MORENA,PAN_PRI_PRD,41.16
601,1,6,0,0,0,12.38,2.41,17.66,28.1,2.22,1.04,2.77,0,30.5,0,0.09,2.83,292619,0,1,162844,PT_MORENA_PES,PAN_PRI_PRD,55.65
602,2,6,0,0,0,22.34,2.48,7.11,33.92,4.12,1.07,3.72,0,22.3,0,0.11,2.83,263700,0,1,134852,PT_MORENA_PES,MORENA,51.14
1101,1,11,32.02,22.08,4.83,5.04,2.24,1.65,17.44,3.34,2.16,4.09,0,0,0,0.1,5.02,279598,0,0,137140,MORENA,PAN,49.05
1102,2,11,31.81,15.85,2.5,4.67,5.59,4.77,23.48,3.24,1.16,3.2,0,0,0,0.08,3.66,320317,0,0,134981,MORENA,PAN,42.14
1103,3,11,64.93,6.84,0.73,3.19,0.57,3.39,16.89,0.65,0.38,0.62,0,0,0,0.06,1.75,299534,0,0,153488,MORENA,PAN,51.24
1104,4,11,44.16,9.65,1.49,13.65,2.47,3.18,14.41,1.11,4.37,1.98,0,0,0,0.07,3.47,279500,0,0,126298,PAN_PRD_MC,PAN,45.19
1105,5,11,55.94,8.47,0.76,3.7,0.79,3.15,22.34,1.12,0.44,1,0,0,0,0.06,2.22,299263,0,0,130445,PT_MORENA_PES,PAN,43.59
1106,6,11,58.54,7.4,0.76,3.47,0.69,3.05,22,0.79,0.44,0.74,0,0,0,0.07,2.04,304633,0,0,136566,PT_MORENA_PES,PAN,44.83
1107,7,11,45.71,20.62,1.19,6.43,0.78,3.59,17.73,0.68,0.29,0.44,0,0,0,0.03,2.52,315900,0,0,128305,PAN_PRD_MC,PAN,40.62
1108,8,11,0,0,0,4.97,3.23,7.86,32.41,1.37,2.76,2.71,0,41.61,0,0.1,2.99,331523,0,1,155894,PAN_PRD_MC,PAN_PRI_PRD,47.02
1109,9,11,43.21,12.19,1.1,3.68,0.99,3.27,29.26,1.33,0.99,1.42,0,0,0,0.09,2.47,299986,0,0,117732,PAN_PRD_MC,PAN,39.25
1110,10,11,26.68,14.32,3.68,9.47,1.29,8.33,27.74,2.53,1.78,1.02,0,0,0,0.06,3.08,329915,0,0,148007,PAN_PRD_MC,MORENA,44.86
1111,11,11,54.96,7.91,1.06,3.59,0.79,3.12,23.86,0.9,0.6,1.01,0,0,0,0.07,2.13,281244,0,0,121629,PT_MORENA_PES,PAN,43.25
1112,12,11,39.62,10.06,1.65,4.11,3.2,3.93,31.06,1.44,0.83,1.44,0,0,0,0.08,2.58,330818,0,0,142003,PT_MORENA_PES,PAN,42.92
1113,13,11,31.33,16.57,1.9,0,0,4.76,0,1.46,6.05,2.25,0,0,32.49,0.04,3.15,316814,1,0,147746,PT_MORENA_PES,PVEM_PT_MORENA,46.63
1114,14,11,32.04,15.28,2.59,7.35,2.62,5.96,22.77,3.67,1.59,1.89,0,0,0,0.16,4.08,312677,0,0,133710,PT_MORENA_PES,PAN,42.76
1115,15,11,42.57,9.6,1.42,2.42,0.97,3.99,33.15,1.03,1.01,1.05,0,0,0,0.15,2.65,282134,0,0,112872,PT_MORENA_PES,PAN,40.01
1401,1,14,0,0,0,0,0,27.81,0,1.9,0.64,1.45,0,40.61,25.11,0.03,2.45,281066,1,1,170649,PAN_PRD_MC,PAN_PRI_PRD,60.71
1402,2,14,0,0,0,5.48,0.61,34.28,13.47,2.34,1.3,1.3,0,38.74,0,0.07,2.41,271892,0,1,145701,PAN_PRD_MC,PAN_PRI_PRD,53.59
1403,3,14,0,0,0,3.37,0.8,23.54,11.01,2.59,0.35,3.96,0,51.32,0,0.06,3,348465,0,1,171746,PT_MORENA_PES,PAN_PRI_PRD,49.29
1404,4,14,0,0,0,0,0,35.02,0,2.49,0.87,2.2,0,27.27,29.56,0.09,2.5,301242,1,1,130374,PAN_PRD_MC,MC,43.28
1405,5,14,0,0,0,0,0,28.54,0,2.08,1.16,1.01,0,14.59,50.11,0.05,2.45,300977,1,1,143531,PAN_PRD_MC,PVEM_PT_MORENA,47.69
1406,6,14,0,0,0,0,0,40.23,0,2.01,0.65,1.92,0,28.18,24.74,0.14,2.13,352889,1,1,156684,PT_MORENA_PES,MC,44.4
1407,7,14,0,0,0,0,0,21.47,0,3.13,1.17,2.7,0,31.77,36.81,0.19,2.76,267588,1,1,103378,PT_MORENA_PES,PVEM_PT_MORENA,38.63
1408,8,14,0,0,0,0,0,39.03,0,1.42,0.52,2.22,0,33.5,21,0.07,2.23,326458,1,1,186114,PT_MORENA_PES,MC,57.01
1409,9,14,0,0,0,0,0,30.39,0,2.31,0.8,2.54,3.11,23.22,34.55,0.11,2.98,308161,1,1,131819,PAN_PRD_MC,PVEM_PT_MORENA,42.78
1410,10,14,0,0,0,0,0,43.78,0,1.18,0.54,1.26,0,34.74,16.6,0.08,1.81,307218,1,1,160690,PT_MORENA_PES,MC,52.3
1411,11,14,0,0,0,0,0,31.49,0,3.68,0.83,2.79,0,25.37,33.04,0.08,2.71,313346,1,1,145558,PT_MORENA_PES,PVEM_PT_MORENA,46.45
1412,12,14,0,0,0,0,0,36.6,0,3.1,0.95,1.53,0,23.32,32.26,0.09,2.18,386496,1,1,144418,PAN_PRD_MC,MC,37.37
1413,13,14,0,0,0,0,0,35.15,0,2.1,0.99,1.88,0,31.56,26.09,0.08,2.16,295904,1,1,135250,PAN_PRD_MC,MC,45.71
1414,14,14,0,0,0,0,0,33.48,0,2.25,0.74,2.45,0,28.51,29.78,0.08,2.7,315635,1,1,154325,PAN_PRD_MC,MC,48.89
1415,15,14,0,0,0,0,0,27.69,0,3.43,4.18,2.61,0,32.36,27.18,0.09,2.47,326502,1,1,162383,PAN_PRD_MC,PAN_PRI_PRD,49.73
1416,16,14,0,0,0,0,0,25.02,0,3.87,1.53,1.9,0,29.19,35.86,0.07,2.56,309534,1,1,124070,PAN_PRD_MC,PVEM_PT_MORENA,40.08
1417,17,14,0,0,0,0,0,28.71,0,3.53,0.51,4.18,0,27.04,33.53,0.04,2.48,275878,1,1,159302,PAN_PRD_MC,PVEM_PT_MORENA,57.74
1418,18,14,0,0,0,0,0,28.6,0,1.54,0.42,2.03,0,37.86,26.49,0.06,3,296311,1,1,169246,PAN_PRD_MC,PAN_PRI_PRD,57.12
1419,19,14,0,0,0,0,0,30.59,0,1.86,0.88,4.22,0,26.91,32.56,0.06,2.93,309934,1,1,172591,PAN_PRD_MC,PVEM_PT_MORENA,55.69
1420,20,14,0,0,0,0,0,28.18,0,2.86,1,2.21,0,32.76,30.33,0.1,2.57,309352,1,1,129233,PAN_PRD_MC,PAN_PRI_PRD,41.78
701,1,7,0,0,0,0,0,2.15,0,4.91,6.69,1.2,0,7.41,70.66,0.02,6.95,264887,1,1,196433,PT_MORENA_PES,PVEM_PT_MORENA,74.16
703,3,7,0,0,0,33.15,11.64,1.61,40.72,2.22,2.57,0.73,0,2.84,0,0.01,4.52,259872,0,1,181939,PT_MORENA_PES,MORENA,70.01
705,5,7,0,0,0,0,0,3.31,0,5.69,3.53,1.69,0,40.73,37.17,0.17,7.71,296936,1,1,177117,PT_MORENA_PES,PAN_PRI_PRD,59.65
709,9,7,0,0,0,0,0,10.64,0,3.33,4.76,1.75,0,25.85,48.7,0.18,4.79,319920,1,1,137393,PT_MORENA_PES,PVEM_PT_MORENA,42.95
711,11,7,0,0,0,0,0,1.55,0,17.41,1.66,1.15,0,9.93,59.13,0.03,9.14,213227,1,1,150769,PT_MORENA_PES,PVEM_PT_MORENA,70.71
712,12,7,0,0,0,13.14,6.92,2.49,44.17,5.52,3.01,1.19,0,18.79,0,0.07,4.7,303775,0,1,158579,PT_MORENA_PES,MORENA,52.2
708,8,7,0,0,0,0,0,3.16,0,4.04,2.32,1.7,0,17.73,64.35,0.53,6.16,271504,1,1,162085,PT_MORENA_PES,PVEM_PT_MORENA,59.7
706,6,7,0,0,0,0,0,5.58,0,3.47,2.69,2.36,0,17.16,62.83,0.09,5.83,327399,1,1,178673,PAN_PRD_MC,PVEM_PT_MORENA,54.57
702,2,7,0,0,0,0,0,1.39,0,7.51,1.43,2.2,0,32.96,46.46,0.01,8.04,272398,1,1,194517,PT_MORENA_PES,PVEM_PT_MORENA,71.41
704,4,7,0,0,0,19.24,5.77,2.76,36.87,5.49,3.29,1.27,0,19.2,0,0.04,6.07,279029,0,1,195572,PT_MORENA_PES,MORENA,70.09
707,7,7,0,0,0,0,0,2.18,0,7.45,6.57,1.8,0,12.8,64.99,0.05,4.16,291793,1,1,170399,PT_MORENA_PES,PVEM_PT_MORENA,58.4
710,10,7,0,0,0,0,0,2.61,0,8.63,1.96,1.25,0,10.71,68.61,0.03,6.21,294529,1,1,176337,PT_MORENA_PES,PVEM_PT_MORENA,59.87
713,13,7,0,0,0,0,0,1.84,0,9.39,5.21,0.88,0,13.67,62.1,0.05,6.86,264527,1,1,165002,PT_MORENA_PES,PVEM_PT_MORENA,62.38
1801,1,18,0,0,0,0,0,19.02,0,2.46,2.41,2.96,0,21.94,46.28,0.03,4.9,263259,1,1,160533,PRI_PVEM_NA,PVEM_PT_MORENA,60.98
1802,2,18,0,0,0,0,0,15.58,0,4.27,3.09,2.58,0,19.67,51.42,0.08,3.29,317068,1,1,162433,PAN_PRD_MC,PVEM_PT_MORENA,51.23
1803,3,18,0,0,0,0,0,12.66,0,1.76,3.13,3.41,0,27.59,46.75,0.04,4.65,311181,1,1,153828,PRI_PVEM_NA,PVEM_PT_MORENA,49.43
3004,4,30,0,0,0,0,0,3.14,0,1.13,1.09,1.26,0,42.64,48.59,0.04,2.12,340227,1,1,156127,PT_MORENA_PES,PVEM_PT_MORENA,45.89
3011,11,30,0,0,0,2.37,1.98,5.72,57.31,2.52,0.93,3.32,0,22.92,0,0.06,2.86,303140,0,1,163995,PT_MORENA_PES,MORENA,54.1
3012,12,30,0,0,0,0,0,5.78,0,1.46,1.56,1.67,0,48.42,38.83,0.05,2.23,339448,1,1,190392,PT_MORENA_PES,PAN_PRI_PRD,56.09
201,1,2,0,0,0,0,0,6.28,0,15.32,1.21,1.97,0,23.71,48.4,0.08,3.02,359116,1,1,134363,PT_MORENA_PES,PVEM_PT_MORENA,37.41
202,2,2,22.05,6.34,1,1.86,1.25,5.49,39.91,15.23,1.56,1.75,0,0,0,0.1,3.47,344830,0,0,145757,PT_MORENA_PES,MORENA,42.27
205,5,2,0,0,0,2.38,2.05,4.28,39.48,17.29,1.58,2.02,0,27.8,0,0.1,3.01,369354,0,1,152870,PT_MORENA_PES,MORENA,41.39
203,3,2,0,0,0,0,0,3.85,0,12.49,2.82,10.6,0,19.88,46.75,0.09,3.51,348261,1,1,138607,PT_MORENA_PES,PVEM_PT_MORENA,39.8
204,4,2,0,0,0,2.83,3.14,3.88,57.48,13.59,1.2,1.81,0,12.5,0,0.08,3.49,395214,0,1,141150,PT_MORENA_PES,MORENA,35.71
206,6,2,0,0,0,2.55,1.36,4.25,39.87,19.6,1.17,1.86,0,25.86,0,0.06,3.42,354821,0,1,143709,PT_MORENA_PES,MORENA,40.5
