ANO,RFSP,RFSP_P,PCPIB_R,PCPIB_R_OIL,PCPIB_R_PEMEX,PCPIB_R_TAX,PCPIB_R_PNF,PCPIB_R_PF,PCPIB_E,PCPIB_E_CENTRAL,PCPIB_E_R28,PCPIB_E_NF,PCPIB_E_F,PCPIB_CF,PCPIB_CF_C,PCPIB_CF_O
2019,-0.02,0.02,0.30,0.02,0.02,0.15,0.10,0.02,0.29,0.15,0.04,0.10,0.01,0.04,0.03,0.02
