"ESTADO","SEMANA2","FECHA_DOMINGO","CONFIRMADOS","DECESOS"
"19","'18-2021","2021-05-02",546,27
"19","'19-2020","2020-05-03",278,33
"19","'19-2021","2021-05-09",535,22
"19","'20-2020","2020-05-10",314,30
"19","'20-2021","2021-05-16",637,21
"19","'21-2020","2020-05-17",378,39
"19","'21-2021","2021-05-23",584,13
"19","'22-2020","2020-05-24",481,34
"19","'22-2021","2021-05-30",748,23
"19","'23-2020","2020-05-31",911,75
"19","'23-2021","2021-06-06",691,19
"19","'24-2020","2020-06-07",1602,101
"19","'24-2021","2021-06-13",817,10
"19","'25-2020","2020-06-14",1757,158
"19","'25-2021","2021-06-20",1062,14
"19","'26-2020","2020-06-21",2165,195
"19","'26-2021","2021-06-27",1570,38
"19","'27-2020","2020-06-28",2961,242
"19","'27-2021","2021-07-04",2639,70
"19","'28-2020","2020-07-05",3303,307
"19","'28-2021","2021-07-11",4142,91
"19","'29-2020","2020-07-12",3241,341
"19","'29-2021","2021-07-18",5653,84
"19","'30-2020","2020-07-19",2490,353
"19","'30-2021","2021-07-25",6435,46
"19","'31-2020","2020-07-26",2064,277
"19","'31-2021","2021-08-01",2488,10
"19","'32-2020","2020-08-02",2281,277
"19","'33-2020","2020-08-09",2299,257
"19","'34-2020","2020-08-16",2663,255
"19","'35-2020","2020-08-23",2597,189
"19","'36-2020","2020-08-30",2555,216
"19","'37-2020","2020-09-06",2196,181
"19","'38-2020","2020-09-13",2721,194
"19","'39-2020","2020-09-20",2675,204
"19","'40-2020","2020-09-27",2817,200
"19","'41-2020","2020-10-04",3534,220
"19","'42-2020","2020-10-11",3059,243
"19","'43-2020","2020-10-18",2878,235
"19","'44-2020","2020-10-25",3116,216
"19","'45-2020","2020-11-01",3917,202
"19","'46-2020","2020-11-08",3491,219
"19","'47-2020","2020-11-15",3081,197
"19","'48-2020","2020-11-22",2663,157
"19","'49-2020","2020-11-29",2942,187
"19","'50-2020","2020-12-06",3761,213
"19","'51-2020","2020-12-13",3562,293
"19","'52-2020","2020-12-20",6484,480
"20","'01-2021","2021-01-03",2981,207
"20","'02-2021","2021-01-10",1585,129
"20","'03-2021","2021-01-17",1434,124
"20","'04-2021","2021-01-24",1237,110
"20","'05-2021","2021-01-31",1195,97
"20","'06-2021","2021-02-07",995,96
"20","'07-2021","2021-02-14",1076,104
"20","'08-2021","2021-02-21",1082,83
"20","'09-2021","2021-02-28",868,63
"20","'10-2021","2021-03-07",664,65
"20","'11-2020","2020-03-08",5,1
"20","'11-2021","2021-03-14",730,59
"20","'12-2020","2020-03-15",8,0
"20","'12-2021","2021-03-21",496,46
"20","'13-2020","2020-03-22",18,3
"20","'13-2021","2021-03-28",463,41
"20","'14-2020","2020-03-29",19,3
"20","'14-2021","2021-04-04",412,26
"20","'15-2020","2020-04-05",27,3
"20","'15-2021","2021-04-11",339,22
"20","'16-2020","2020-04-12",50,15
"20","'16-2021","2021-04-18",352,24
"20","'17-2020","2020-04-19",80,19
"20","'17-2021","2021-04-25",270,23
"20","'18-2020","2020-04-26",147,34
"20","'18-2021","2021-05-02",305,13
"20","'19-2020","2020-05-03",299,56
"20","'19-2021","2021-05-09",225,15
"20","'20-2020","2020-05-10",507,65
"20","'20-2021","2021-05-16",209,8
"20","'21-2020","2020-05-17",695,99
"20","'21-2021","2021-05-23",178,8
"20","'22-2020","2020-05-24",804,105
"20","'22-2021","2021-05-30",213,14
"20","'23-2020","2020-05-31",1234,144
"20","'23-2021","2021-06-06",226,15
"20","'24-2020","2020-06-07",1128,132
"20","'24-2021","2021-06-13",365,14
"20","'25-2020","2020-06-14",1151,117
"20","'25-2021","2021-06-20",596,20
"20","'26-2020","2020-06-21",1130,99
"20","'26-2021","2021-06-27",970,31
"20","'27-2020","2020-06-28",1391,141
"20","'27-2021","2021-07-04",1509,32
"20","'28-2020","2020-07-05",1100,94
"20","'28-2021","2021-07-11",1580,54
"20","'29-2020","2020-07-12",1056,97
"20","'29-2021","2021-07-18",2088,41
"20","'30-2020","2020-07-19",983,110
"20","'30-2021","2021-07-25",1961,18
"20","'31-2020","2020-07-26",873,79
"20","'31-2021","2021-08-01",608,2
"20","'32-2020","2020-08-02",730,72
"20","'33-2020","2020-08-09",690,64
"20","'34-2020","2020-08-16",696,49
"20","'35-2020","2020-08-23",597,42
"20","'36-2020","2020-08-30",750,69
"20","'37-2020","2020-09-06",895,63
"20","'38-2020","2020-09-13",840,50
"20","'39-2020","2020-09-20",747,39
"20","'40-2020","2020-09-27",880,52
"20","'41-2020","2020-10-04",843,53
"20","'42-2020","2020-10-11",745,39
"20","'43-2020","2020-10-18",719,57
"20","'44-2020","2020-10-25",552,40
"20","'45-2020","2020-11-01",736,40
"20","'46-2020","2020-11-08",661,49
"20","'47-2020","2020-11-15",644,49
"20","'48-2020","2020-11-22",745,43
"20","'49-2020","2020-11-29",903,53
"20","'50-2020","2020-12-06",958,52
"20","'51-2020","2020-12-13",1359,84
"20","'52-2020","2020-12-20",2142,149
"21","'01-2021","2021-01-03",5747,836
"21","'02-2021","2021-01-10",3688,465
"21","'03-2021","2021-01-17",3259,451
"21","'04-2021","2021-01-24",2430,357
"21","'05-2021","2021-01-31",2243,364
"21","'06-2021","2021-02-07",1757,260
"21","'07-2021","2021-02-14",1832,267
"21","'08-2021","2021-02-21",1743,266
"21","'09-2021","2021-02-28",1564,219
"21","'10-2020","2020-03-01",4,0
"21","'10-2021","2021-03-07",1319,200
"21","'11-2020","2020-03-08",28,1
"21","'11-2021","2021-03-14",1364,195
"21","'12-2020","2020-03-15",62,10
"21","'12-2021","2021-03-21",1079,157
"21","'13-2020","2020-03-22",119,18
"21","'13-2021","2021-03-28",951,158
"21","'14-2020","2020-03-29",135,33
"21","'14-2021","2021-04-04",953,141
"21","'15-2020","2020-04-05",127,42
"21","'15-2021","2021-04-11",782,97
"21","'16-2020","2020-04-12",212,60
"21","'16-2021","2021-04-18",610,88
"21","'17-2020","2020-04-19",298,96
"21","'17-2021","2021-04-25",543,69
"21","'18-2020","2020-04-26",323,105
"21","'18-2021","2021-05-02",345,39
"21","'19-2020","2020-05-03",566,156
"21","'19-2021","2021-05-09",352,40
"21","'20-2020","2020-05-10",830,198
"21","'20-2021","2021-05-16",264,40
"21","'21-2020","2020-05-17",1049,217
"21","'21-2021","2021-05-23",236,30
"21","'22-2020","2020-05-24",1146,234
"21","'22-2021","2021-05-30",232,27
"21","'23-2020","2020-05-31",1633,315
"21","'23-2021","2021-06-06",217,21
"21","'24-2020","2020-06-07",2198,327
"21","'24-2021","2021-06-13",237,23
"21","'25-2020","2020-06-14",2731,332
"21","'25-2021","2021-06-20",281,17
"21","'26-2020","2020-06-21",2202,314
"21","'26-2021","2021-06-27",428,20
"21","'27-2020","2020-06-28",2330,392
"21","'27-2021","2021-07-04",887,45
"21","'28-2020","2020-07-05",2297,402
"21","'28-2021","2021-07-11",1246,44
"21","'29-2020","2020-07-12",2406,378
"21","'29-2021","2021-07-18",1963,46
"21","'30-2020","2020-07-19",2170,331
"21","'30-2021","2021-07-25",2272,24
"21","'31-2020","2020-07-26",1796,279
"21","'31-2021","2021-08-01",775,0
"21","'32-2020","2020-08-02",1477,205
"21","'33-2020","2020-08-09",1363,192
"21","'34-2020","2020-08-16",1311,167
"21","'35-2020","2020-08-23",1114,143
"21","'36-2020","2020-08-30",998,132
"21","'37-2020","2020-09-06",862,109
"21","'38-2020","2020-09-13",908,113
"21","'39-2020","2020-09-20",737,79
"21","'40-2020","2020-09-27",763,86
"21","'41-2020","2020-10-04",869,100
"21","'42-2020","2020-10-11",886,81
"21","'43-2020","2020-10-18",909,96
"21","'44-2020","2020-10-25",914,99
"21","'45-2020","2020-11-01",993,101
"21","'46-2020","2020-11-08",1090,113
"21","'47-2020","2020-11-15",1192,110
"21","'48-2020","2020-11-22",1439,145
"21","'49-2020","2020-11-29",1756,174
"21","'50-2020","2020-12-06",1913,217
"21","'51-2020","2020-12-13",2319,280
"21","'52-2020","2020-12-20",4117,596
"22","'01-2021","2021-01-03",5536,335
"22","'02-2021","2021-01-10",3821,247
"22","'03-2021","2021-01-17",3314,190
"22","'04-2021","2021-01-24",2268,160
"22","'05-2021","2021-01-31",1941,119
"22","'06-2021","2021-02-07",1814,118
"22","'07-2021","2021-02-14",1887,108
"22","'08-2021","2021-02-21",1975,112
"22","'09-2021","2021-02-28",1846,123
"22","'10-2020","2020-03-01",2,0
"22","'10-2021","2021-03-07",1375,72
"22","'11-2020","2020-03-08",10,0
"22","'11-2021","2021-03-14",1215,64
"22","'12-2020","2020-03-15",15,2
"22","'12-2021","2021-03-21",905,43
"22","'13-2020","2020-03-22",15,2
"22","'13-2021","2021-03-28",966,49
"22","'14-2020","2020-03-29",19,2
"22","'14-2021","2021-04-04",815,31
"22","'15-2020","2020-04-05",31,1
"22","'15-2021","2021-04-11",732,28
"22","'16-2020","2020-04-12",36,9
"22","'16-2021","2021-04-18",617,31
"22","'17-2020","2020-04-19",44,5
"22","'17-2021","2021-04-25",441,17
"22","'18-2020","2020-04-26",64,14
"22","'18-2021","2021-05-02",294,12
"22","'19-2020","2020-05-03",199,30
"22","'19-2021","2021-05-09",220,10
"22","'20-2020","2020-05-10",256,44
"22","'20-2021","2021-05-16",193,4
"22","'21-2020","2020-05-17",261,37
"22","'21-2021","2021-05-23",151,3
"22","'22-2020","2020-05-24",257,48
"22","'22-2021","2021-05-30",124,5
"22","'23-2020","2020-05-31",282,45
"22","'23-2021","2021-06-06",97,2
"22","'24-2020","2020-06-07",298,52
"22","'24-2021","2021-06-13",133,2
"22","'25-2020","2020-06-14",279,36
"22","'25-2021","2021-06-20",219,4
"22","'26-2020","2020-06-21",281,37
"22","'26-2021","2021-06-27",548,12
"22","'27-2020","2020-06-28",373,56
"22","'27-2021","2021-07-04",797,15
"22","'28-2020","2020-07-05",434,39
"22","'28-2021","2021-07-11",1299,25
"22","'29-2020","2020-07-12",460,58
"22","'29-2021","2021-07-18",1687,26
"22","'30-2020","2020-07-19",465,55
"22","'30-2021","2021-07-25",1907,16
"22","'31-2020","2020-07-26",548,68
"22","'31-2021","2021-08-01",572,0
"22","'32-2020","2020-08-02",575,61
"22","'33-2020","2020-08-09",617,66
"22","'34-2020","2020-08-16",673,67
"22","'35-2020","2020-08-23",805,83
"22","'36-2020","2020-08-30",631,60
"22","'37-2020","2020-09-06",462,49
"22","'38-2020","2020-09-13",618,44
"22","'39-2020","2020-09-20",577,45
"22","'40-2020","2020-09-27",761,54
"22","'41-2020","2020-10-04",1091,58
"22","'42-2020","2020-10-11",1292,53
"22","'43-2020","2020-10-18",1435,64
"22","'44-2020","2020-10-25",1609,74
"22","'45-2020","2020-11-01",1848,82
"22","'46-2020","2020-11-08",2037,114
"22","'47-2020","2020-11-15",2534,138
"22","'48-2020","2020-11-22",2435,127
"22","'49-2020","2020-11-29",2613,166
"22","'50-2020","2020-12-06",2541,157
"22","'51-2020","2020-12-13",2194,146
"22","'52-2020","2020-12-20",4070,294
"23","'01-2021","2021-01-03",1060,88
"23","'02-2021","2021-01-10",571,36
"23","'03-2021","2021-01-17",742,42
"23","'04-2021","2021-01-24",490,45
"23","'05-2021","2021-01-31",323,26
"23","'06-2021","2021-02-07",299,23
"23","'07-2021","2021-02-14",280,20
"23","'08-2021","2021-02-21",230,9
"23","'09-2020","2020-02-23",1,0
"23","'09-2021","2021-02-28",224,13
"23","'10-2020","2020-03-01",1,0
"23","'10-2021","2021-03-07",246,24
"23","'11-2020","2020-03-08",20,2
"23","'11-2021","2021-03-14",323,29
"23","'12-2020","2020-03-15",39,5
"23","'12-2021","2021-03-21",250,17
"23","'13-2020","2020-03-22",97,20
"23","'13-2021","2021-03-28",346,29
"23","'14-2020","2020-03-29",137,35
"23","'14-2021","2021-04-04",444,26
"23","'15-2020","2020-04-05",190,47
"23","'15-2021","2021-04-11",504,29
"23","'16-2020","2020-04-12",244,82
"23","'16-2021","2021-04-18",617,40
"23","'17-2020","2020-04-19",255,67
"23","'17-2021","2021-04-25",694,35
"23","'18-2020","2020-04-26",271,58
"23","'18-2021","2021-05-02",856,56
"23","'19-2020","2020-05-03",225,49
"23","'19-2021","2021-05-09",959,45
"23","'20-2020","2020-05-10",207,42
"23","'20-2021","2021-05-16",1046,45
"23","'21-2020","2020-05-17",283,62
"23","'21-2021","2021-05-23",1168,53
"23","'22-2020","2020-05-24",286,62
"23","'22-2021","2021-05-30",1196,58
"23","'23-2020","2020-05-31",308,55
"23","'23-2021","2021-06-06",1152,51
"23","'24-2020","2020-06-07",412,64
"23","'24-2021","2021-06-13",1643,56
"23","'25-2020","2020-06-14",590,64
"23","'25-2021","2021-06-20",1735,45
"23","'26-2020","2020-06-21",834,100
"23","'26-2021","2021-06-27",1841,59
"23","'27-2020","2020-06-28",907,129
"23","'27-2021","2021-07-04",2181,73
"23","'28-2020","2020-07-05",1040,148
"23","'28-2021","2021-07-11",2631,71
"23","'29-2020","2020-07-12",948,142
"23","'29-2021","2021-07-18",2817,47
"23","'30-2020","2020-07-19",880,108
"23","'30-2021","2021-07-25",2812,16
"23","'31-2020","2020-07-26",759,112
"23","'31-2021","2021-08-01",656,2
"23","'32-2020","2020-08-02",619,87
"23","'33-2020","2020-08-09",476,70
"23","'34-2020","2020-08-16",530,61
"23","'35-2020","2020-08-23",440,50
"23","'36-2020","2020-08-30",373,43
"23","'37-2020","2020-09-06",268,33
"23","'38-2020","2020-09-13",389,37
"23","'39-2020","2020-09-20",369,37
"23","'40-2020","2020-09-27",337,32
"23","'41-2020","2020-10-04",282,19
"23","'42-2020","2020-10-11",265,20
"23","'43-2020","2020-10-18",217,10
"23","'44-2020","2020-10-25",219,13
"23","'45-2020","2020-11-01",194,23
"23","'46-2020","2020-11-08",161,19
"23","'47-2020","2020-11-15",274,20
"23","'48-2020","2020-11-22",295,16
"23","'49-2020","2020-11-29",308,23
"23","'50-2020","2020-12-06",372,23
"23","'51-2020","2020-12-13",383,38
"23","'52-2020","2020-12-20",663,76
"24","'01-2021","2021-01-03",3766,360
"24","'02-2021","2021-01-10",2877,251
"24","'03-2021","2021-01-17",2917,226
"24","'04-2021","2021-01-24",1767,159
"24","'05-2021","2021-01-31",1427,112
"24","'06-2021","2021-02-07",1036,95
"24","'07-2021","2021-02-14",900,100
"24","'08-2021","2021-02-21",851,55
"24","'09-2021","2021-02-28",777,55
"24","'10-2021","2021-03-07",670,57
"24","'11-2020","2020-03-08",9,1
"24","'11-2021","2021-03-14",530,38
"24","'12-2020","2020-03-15",15,2
"24","'12-2021","2021-03-21",508,24
"24","'13-2020","2020-03-22",20,0
"24","'13-2021","2021-03-28",534,33
"24","'14-2020","2020-03-29",19,2
"24","'14-2021","2021-04-04",582,23
"24","'15-2020","2020-04-05",11,1
"24","'15-2021","2021-04-11",483,17
"24","'16-2020","2020-04-12",22,2
"24","'16-2021","2021-04-18",444,18
"24","'17-2020","2020-04-19",57,7
"24","'17-2021","2021-04-25",338,16
"24","'18-2020","2020-04-26",120,13
"24","'18-2021","2021-05-02",343,9
"24","'19-2020","2020-05-03",191,15
"24","'19-2021","2021-05-09",294,8
"24","'20-2020","2020-05-10",182,15
"24","'20-2021","2021-05-16",246,7
"24","'21-2020","2020-05-17",298,29
"24","'21-2021","2021-05-23",280,9
"24","'22-2020","2020-05-24",302,33
"24","'22-2021","2021-05-30",246,3
"24","'23-2020","2020-05-31",521,40
"24","'23-2021","2021-06-06",234,7
"24","'24-2020","2020-06-07",552,38
"24","'24-2021","2021-06-13",296,7
"24","'25-2020","2020-06-14",695,46
"24","'25-2021","2021-06-20",320,5
"24","'26-2020","2020-06-21",859,63
"24","'26-2021","2021-06-27",402,11
"24","'27-2020","2020-06-28",1243,119
"24","'27-2021","2021-07-04",677,18
"24","'28-2020","2020-07-05",1975,145
"24","'28-2021","2021-07-11",1362,22
"24","'29-2020","2020-07-12",2573,193
"24","'29-2021","2021-07-18",2583,29
"24","'30-2020","2020-07-19",2332,212
"24","'30-2021","2021-07-25",3123,9
"24","'31-2020","2020-07-26",2100,213
"24","'31-2021","2021-08-01",1105,1
"24","'32-2020","2020-08-02",1672,175
"24","'33-2020","2020-08-09",1682,183
"24","'34-2020","2020-08-16",1599,143
"24","'35-2020","2020-08-23",1359,95
"24","'36-2020","2020-08-30",1202,106
"24","'37-2020","2020-09-06",1101,84
"24","'38-2020","2020-09-13",1051,94
"24","'39-2020","2020-09-20",896,63
"24","'40-2020","2020-09-27",1228,101
"24","'41-2020","2020-10-04",1437,124
"24","'42-2020","2020-10-11",1398,104
"24","'43-2020","2020-10-18",1438,114
"24","'44-2020","2020-10-25",1185,98
"24","'45-2020","2020-11-01",1359,116
"24","'46-2020","2020-11-08",1606,137
"24","'47-2020","2020-11-15",1459,135
"24","'48-2020","2020-11-22",1316,116
"24","'49-2020","2020-11-29",1239,113
"24","'50-2020","2020-12-06",1229,110
"24","'51-2020","2020-12-13",1348,132
"24","'52-2020","2020-12-20",2169,246
"25","'01-2021","2021-01-03",1702,254
"25","'02-2021","2021-01-10",1055,148
"25","'03-2021","2021-01-17",1039,134
"25","'04-2021","2021-01-24",702,106
"25","'05-2021","2021-01-31",685,105
"25","'06-2021","2021-02-07",624,90
"25","'07-2021","2021-02-14",530,81
"25","'08-2021","2021-02-21",448,57
"25","'09-2020","2020-02-23",1,1
"25","'09-2021","2021-02-28",476,63
"25","'10-2021","2021-03-07",449,71
"25","'11-2020","2020-03-08",6,2
"25","'11-2021","2021-03-14",480,58
"25","'12-2020","2020-03-15",36,9
"25","'12-2021","2021-03-21",388,46
"25","'13-2020","2020-03-22",92,31
"25","'13-2021","2021-03-28",403,57
"25","'14-2020","2020-03-29",169,50
"25","'14-2021","2021-04-04",409,33
"25","'15-2020","2020-04-05",284,59
"25","'15-2021","2021-04-11",297,33
"25","'16-2020","2020-04-12",328,74
"25","'16-2021","2021-04-18",326,34
"25","'17-2020","2020-04-19",417,91
"25","'17-2021","2021-04-25",246,23
"25","'18-2020","2020-04-26",463,106
"25","'18-2021","2021-05-02",232,23
"25","'19-2020","2020-05-03",550,163
"25","'19-2021","2021-05-09",296,25
"25","'20-2020","2020-05-10",803,163
"25","'20-2021","2021-05-16",368,22
"25","'21-2020","2020-05-17",1068,218
"25","'21-2021","2021-05-23",399,24
"25","'22-2020","2020-05-24",1171,217
"25","'22-2021","2021-05-30",525,44
"25","'23-2020","2020-05-31",1453,256
"25","'23-2021","2021-06-06",711,43
"25","'24-2020","2020-06-07",1287,239
"25","'24-2021","2021-06-13",1158,69
"25","'25-2020","2020-06-14",1284,275
"25","'25-2021","2021-06-20",1446,73
"25","'26-2020","2020-06-21",1017,219
"25","'26-2021","2021-06-27",2528,109
"25","'27-2020","2020-06-28",1182,266
"25","'27-2021","2021-07-04",4315,159
"25","'28-2020","2020-07-05",968,200
"25","'28-2021","2021-07-11",4252,161
"25","'29-2020","2020-07-12",863,210
"25","'29-2021","2021-07-18",3738,110
"25","'30-2020","2020-07-19",904,156
"25","'30-2021","2021-07-25",2127,15
"25","'31-2020","2020-07-26",805,173
"25","'31-2021","2021-08-01",351,0
"25","'32-2020","2020-08-02",683,115
"25","'33-2020","2020-08-09",765,118
"25","'34-2020","2020-08-16",730,116
"25","'35-2020","2020-08-23",724,124
"25","'36-2020","2020-08-30",677,89
"25","'37-2020","2020-09-06",566,73
"25","'38-2020","2020-09-13",629,75
"25","'39-2020","2020-09-20",584,66
"25","'40-2020","2020-09-27",604,72
"25","'41-2020","2020-10-04",675,96
"25","'42-2020","2020-10-11",656,66
"25","'43-2020","2020-10-18",645,79
"25","'44-2020","2020-10-25",530,52
"25","'45-2020","2020-11-01",528,60
"25","'46-2020","2020-11-08",546,84
"25","'47-2020","2020-11-15",498,62
"25","'48-2020","2020-11-22",450,48
"25","'49-2020","2020-11-29",516,64
"25","'50-2020","2020-12-06",534,64
"25","'51-2020","2020-12-13",526,81
"25","'52-2020","2020-12-20",929,169
"26","'01-2021","2021-01-03",3432,325
"26","'02-2021","2021-01-10",1965,163
"26","'03-2021","2021-01-17",1523,130
"26","'04-2021","2021-01-24",1080,77
"26","'05-2021","2021-01-31",951,71
"26","'06-2021","2021-02-07",690,43
"26","'07-2021","2021-02-14",598,28
"26","'08-2021","2021-02-21",559,27
"26","'09-2021","2021-02-28",718,32
"26","'10-2021","2021-03-07",659,27
"26","'11-2020","2020-03-08",7,0
"26","'11-2021","2021-03-14",687,28
"26","'12-2020","2020-03-15",17,2
"26","'12-2021","2021-03-21",607,39
"26","'13-2020","2020-03-22",22,5
"26","'13-2021","2021-03-28",605,33
"26","'14-2020","2020-03-29",49,11
"26","'14-2021","2021-04-04",696,27
"26","'15-2020","2020-04-05",99,12
"26","'15-2021","2021-04-11",510,22
"26","'16-2020","2020-04-12",96,18
"26","'16-2021","2021-04-18",527,19
"26","'17-2020","2020-04-19",157,16
"26","'17-2021","2021-04-25",443,7
"26","'18-2020","2020-04-26",333,28
"26","'18-2021","2021-05-02",379,9
"26","'19-2020","2020-05-03",538,73
"26","'19-2021","2021-05-09",481,27
"26","'20-2020","2020-05-10",947,121
"26","'20-2021","2021-05-16",503,19
"26","'21-2020","2020-05-17",1344,195
"26","'21-2021","2021-05-23",550,16
"26","'22-2020","2020-05-24",1589,235
"26","'22-2021","2021-05-30",829,25
"26","'23-2020","2020-05-31",1773,344
"26","'23-2021","2021-06-06",1025,31
"26","'24-2020","2020-06-07",1847,343
"26","'24-2021","2021-06-13",1314,40
"26","'25-2020","2020-06-14",2188,365
"26","'25-2021","2021-06-20",1443,36
"26","'26-2020","2020-06-21",2759,396
"26","'26-2021","2021-06-27",1401,30
"26","'27-2020","2020-06-28",3319,381
"26","'27-2021","2021-07-04",1934,60
"26","'28-2020","2020-07-05",2434,288
"26","'28-2021","2021-07-11",2221,67
"26","'29-2020","2020-07-12",2296,185
"26","'29-2021","2021-07-18",2650,56
"26","'30-2020","2020-07-19",2330,160
"26","'30-2021","2021-07-25",2362,17
"26","'31-2020","2020-07-26",2030,122
"26","'31-2021","2021-08-01",556,0
"26","'32-2020","2020-08-02",1670,92
"26","'33-2020","2020-08-09",1635,69
"26","'34-2020","2020-08-16",1357,55
"26","'35-2020","2020-08-23",1137,41
"26","'36-2020","2020-08-30",1029,30
"26","'37-2020","2020-09-06",908,40
"26","'38-2020","2020-09-13",1049,41
"26","'39-2020","2020-09-20",996,47
"26","'40-2020","2020-09-27",993,49
"26","'41-2020","2020-10-04",848,50
"26","'42-2020","2020-10-11",1042,39
"26","'43-2020","2020-10-18",988,67
"26","'44-2020","2020-10-25",922,84
"26","'45-2020","2020-11-01",1195,103
"26","'46-2020","2020-11-08",1243,125
"26","'47-2020","2020-11-15",1960,158
"26","'48-2020","2020-11-22",1924,160
"26","'49-2020","2020-11-29",2388,201
"26","'50-2020","2020-12-06",2439,222
"26","'51-2020","2020-12-13",2437,258
"26","'52-2020","2020-12-20",3468,366
"27","'01-2021","2021-01-03",3037,110
"27","'02-2021","2021-01-10",1999,66
"27","'03-2021","2021-01-17",1823,56
"27","'04-2021","2021-01-24",1333,41
"27","'05-2021","2021-01-31",1186,46
"27","'06-2021","2021-02-07",1011,31
"27","'07-2021","2021-02-14",924,32
"27","'08-2021","2021-02-21",904,21
"27","'09-2021","2021-02-28",920,40
"27","'10-2020","2020-03-01",1,1
"27","'10-2021","2021-03-07",744,21
"27","'11-2020","2020-03-08",10,0
"27","'11-2021","2021-03-14",833,37
"27","'12-2020","2020-03-15",33,4
"27","'12-2021","2021-03-21",653,17
"27","'13-2020","2020-03-22",67,12
"27","'13-2021","2021-03-28",773,28
"27","'14-2020","2020-03-29",110,19
"27","'14-2021","2021-04-04",791,25
"27","'15-2020","2020-04-05",253,51
"27","'15-2021","2021-04-11",853,17
"27","'16-2020","2020-04-12",411,80
"27","'16-2021","2021-04-18",927,21
"27","'17-2020","2020-04-19",425,106
"27","'17-2021","2021-04-25",884,20
"27","'18-2020","2020-04-26",514,126
"27","'18-2021","2021-05-02",870,24
"27","'19-2020","2020-05-03",794,148
"27","'19-2021","2021-05-09",995,16
"27","'20-2020","2020-05-10",843,134
"27","'20-2021","2021-05-16",1071,25
"27","'21-2020","2020-05-17",1084,162
"27","'21-2021","2021-05-23",1310,24
"27","'22-2020","2020-05-24",1156,119
"27","'22-2021","2021-05-30",1727,24
"27","'23-2020","2020-05-31",1654,137
"27","'23-2021","2021-06-06",1929,27
"27","'24-2020","2020-06-07",1757,157
"27","'24-2021","2021-06-13",2279,33
"27","'25-2020","2020-06-14",2114,200
"27","'25-2021","2021-06-20",2245,22
"27","'26-2020","2020-06-21",2130,212
"27","'26-2021","2021-06-27",2138,30
"27","'27-2020","2020-06-28",2452,305
"27","'27-2021","2021-07-04",2089,36
"27","'28-2020","2020-07-05",2577,253
"27","'28-2021","2021-07-11",2314,29
"27","'29-2020","2020-07-12",2524,217
"27","'29-2021","2021-07-18",3381,32
"27","'30-2020","2020-07-19",2299,182
"27","'30-2021","2021-07-25",3500,12
"27","'31-2020","2020-07-26",1850,105
"27","'31-2021","2021-08-01",775,0
"27","'32-2020","2020-08-02",1192,76
"27","'33-2020","2020-08-09",1174,63
"27","'34-2020","2020-08-16",1068,54
"27","'35-2020","2020-08-23",963,41
"27","'36-2020","2020-08-30",821,37
"27","'37-2020","2020-09-06",768,37
"27","'38-2020","2020-09-13",807,33
"27","'39-2020","2020-09-20",550,17
"27","'40-2020","2020-09-27",514,17
"27","'41-2020","2020-10-04",571,27
"27","'42-2020","2020-10-11",448,17
"27","'43-2020","2020-10-18",503,11
"27","'44-2020","2020-10-25",497,17
"27","'45-2020","2020-11-01",569,13
"27","'46-2020","2020-11-08",708,12
"27","'47-2020","2020-11-15",855,21
"27","'48-2020","2020-11-22",942,29
"27","'49-2020","2020-11-29",1451,53
"27","'50-2020","2020-12-06",1832,56
"27","'51-2020","2020-12-13",1686,50
"27","'52-2020","2020-12-20",2554,116
"28","'01-2021","2021-01-03",3022,252
"28","'02-2021","2021-01-10",2012,171
"28","'03-2021","2021-01-17",1787,132
"28","'04-2021","2021-01-24",1090,87
"28","'05-2021","2021-01-31",862,62
"28","'06-2021","2021-02-07",487,52
"28","'07-2021","2021-02-14",517,46
"28","'08-2021","2021-02-21",538,33
"28","'09-2021","2021-02-28",496,39
"28","'10-2021","2021-03-07",400,41
"28","'11-2020","2020-03-08",3,0
"28","'11-2021","2021-03-14",343,20
"28","'12-2020","2020-03-15",10,1
"28","'12-2021","2021-03-21",348,26
"28","'13-2020","2020-03-22",18,3
"28","'13-2021","2021-03-28",394,31
"28","'14-2020","2020-03-29",51,4
"28","'14-2021","2021-04-04",400,31
"28","'15-2020","2020-04-05",77,4
"28","'15-2021","2021-04-11",472,30
"28","'16-2020","2020-04-12",173,13
"28","'16-2021","2021-04-18",495,23
"28","'17-2020","2020-04-19",235,22
"28","'17-2021","2021-04-25",622,17
"28","'18-2020","2020-04-26",249,20
"28","'18-2021","2021-05-02",702,44
"28","'19-2020","2020-05-03",254,32
"28","'19-2021","2021-05-09",762,45
"28","'20-2020","2020-05-10",388,31
"28","'20-2021","2021-05-16",859,43
"28","'21-2020","2020-05-17",527,44
"28","'21-2021","2021-05-23",912,41
"28","'22-2020","2020-05-24",613,47
"28","'22-2021","2021-05-30",1232,54
"28","'23-2020","2020-05-31",842,83
"28","'23-2021","2021-06-06",1448,57
"28","'24-2020","2020-06-07",1401,142
"28","'24-2021","2021-06-13",1809,66
"28","'25-2020","2020-06-14",2173,207
"28","'25-2021","2021-06-20",1606,44
"28","'26-2020","2020-06-21",2374,263
"28","'26-2021","2021-06-27",1627,47
"28","'27-2020","2020-06-28",2793,279
"28","'27-2021","2021-07-04",1614,33
"28","'28-2020","2020-07-05",2710,258
"28","'28-2021","2021-07-11",1471,33
